ID	Group	Init. Comp.	I->D	D->R
Ind0	NA	NA	NA	NA
Ind1	NA	NA	NA	NA
Ind2	NA	NA	NA	NA
Ind3	NA	NA	NA	NA
Ind4	NA	NA	NA	NA
Ind5	NA	NA	NA	NA
Ind6	NA	NA	NA	NA
Ind7	NA	NA	NA	NA
Ind8	NA	NA	NA	NA
Ind9	NA	NA	NA	NA
Ind10	NA	NA	NA	NA
Ind11	NA	NA	NA	NA
Ind12	NA	NA	NA	NA
Ind691	28	E	4.69253273576606	6.42286859065409
Ind692	28	E	9.23494499015134	26.8799075697614
Ind693	28	E	2.4042504553321	3.58077189185865
Ind694	28	S	29.7079567902233	34.2926099854299
Ind695	28	S	36.237249447081	49.7997628084424
Ind696	28	S	43.7938189915539	60.0070348056027
Ind697	28	S	26.353765633329	34.8378225932339
Ind698	28	S	8.08344495660672	13.7902683194366
Ind699	28	S	46.199383610623	48.6985508660609
Ind700	28	S	29.0283615926032	40.0302437163929
Ind701	28	S	33.6284284577792	34.9076764481367
Ind702	28	S	no	no
Ind703	28	S	no	no
Ind704	28	S	11.2144505921284	13.4802989087431
Ind705	28	S	22.6728891739363	26.5091763280257
Ind706	28	S	no	no
Ind707	28	S	14.6650275110289	43.5076707692448
Ind708	28	S	31.6796189851871	38.6413440304406
Ind709	28	S	no	no
Ind710	28	S	no	no
Ind711	28	S	17.1247555915815	24.6848767430031
Ind712	28	S	no	no
Ind713	28	S	no	no
Ind714	29	E	1.96619671997721	3.03710108453066
Ind715	29	E	6.19501413672983	8.65790329060907
Ind716	29	E	3.32573849969547	7.24683791524161
Ind717	29	E	2.56190534858582	5.39742894474798
Ind718	29	E	8.87818746189862	21.479414023236
Ind719	29	S	no	no
Ind720	29	S	no	no
Ind721	29	S	7.97327822886488	12.8241601972422
Ind722	29	S	no	no
Ind723	29	S	7.80808675645234	9.54369868703931
Ind724	29	S	no	no
Ind725	29	S	no	no
Ind726	29	S	no	no
Ind727	29	S	no	no
Ind728	29	S	no	no
Ind729	29	S	no	no
Ind730	29	S	no	no
Ind731	29	S	no	no
Ind732	29	S	no	no
Ind733	29	S	no	no
Ind734	29	S	no	no
Ind735	29	S	no	no
Ind736	29	S	no	no
Ind737	29	S	no	no
Ind738	29	S	no	no
Ind739	30	E	3.02034753673281	4.20316528786373
Ind740	30	E	0.50222621127802	10.8807267385258
Ind741	30	E	3.59446284526183	6.87820973616949
Ind742	30	E	9.33071191179517	20.275345537543
Ind743	30	E	2.18735874847331	5.1070411847472
Ind744	30	S	no	no
Ind745	30	S	no	no
Ind746	30	S	no	no
Ind747	30	S	no	no
Ind748	30	S	no	no
Ind749	30	S	no	no
Ind750	30	S	no	no
Ind751	30	S	no	no
Ind752	30	S	no	no
Ind753	30	S	no	no
Ind754	30	S	no	no
Ind755	30	S	no	no
Ind756	30	S	no	no
Ind757	30	S	no	no
Ind758	30	S	no	no
Ind759	30	S	no	no
Ind760	30	S	no	no
Ind761	30	S	no	no
Ind762	30	S	no	no
Ind763	30	S	no	no
Ind764	31	E	4.96561291081161	5.69147383625495
Ind765	31	E	6.37986500282663	7.02638424388713
Ind766	31	E	1.75954414573011	4.69035443160253
Ind767	31	E	13.3491093326901	29.1565876856399
Ind768	31	E	2.70283481009208	18.7324142699903
Ind769	31	S	47.481891140517	48.7360738171157
Ind770	31	S	8.29342528305534	9.2972058358479
Ind771	31	S	no	no
Ind772	31	S	no	no
Ind773	31	S	no	no
Ind774	31	S	no	no
Ind775	31	S	27.2927070433663	30.7847162881687
Ind776	31	S	33.1299518238392	34.1449537846727
Ind777	31	S	no	no
Ind778	31	S	no	no
Ind779	31	S	no	no
Ind780	31	S	48.4655547394115	55.9534267839029
Ind781	31	S	no	no
Ind782	31	S	no	no
Ind783	31	S	47.4708533456514	60.2918082467689
Ind784	31	S	no	no
Ind785	31	S	no	no
Ind786	31	S	34.3190439361067	52.0225673899425
Ind787	31	S	29.4785510648329	36.4003806521793
Ind788	31	S	no	no
Ind789	32	E	4.07351917342541	11.1233405151597
Ind790	32	E	9.61168719476953	13.1347514259342
Ind791	32	E	6.25579713844545	9.44348307624059
Ind792	32	E	2.29773854293672	9.72429338986649
Ind793	32	E	7.90871446067088	9.7219973192285
Ind794	32	S	no	no
Ind795	32	S	22.3514037077102	31.9415694737463
Ind796	32	S	31.8456427420397	60.1192738308738
Ind797	32	S	no	no
Ind798	32	S	31.4449575537932	41.1977336290187
Ind799	32	S	no	no
Ind800	32	S	21.1794564749946	43.6545523356944
Ind801	32	S	no	no
Ind802	32	S	9.8180244699632	9.97645734855448
Ind803	32	S	53.0347643665936	64.9305582972199
Ind804	32	S	no	no
Ind805	32	S	29.9115479981268	62.7514502851074
Ind806	32	S	2.95280294414722	9.59940608200509
Ind807	32	S	20.3090656772137	52.9150432312956
Ind808	32	S	no	no
Ind809	32	S	37.259205067653	61.247818396629
Ind810	32	S	no	no
Ind811	32	S	no	no
Ind812	32	S	8.79797464256652	27.4284530466126
Ind813	32	S	36.2796523782689	43.2298789430116
Ind814	33	E	5.78133748488326	14.4547378906337
Ind815	33	E	13.9008064628398	19.0072180837494
Ind816	33	E	1.88909575576404	9.73303746143501
Ind817	33	E	2.65749491177853	23.3212768396802
Ind818	33	E	4.95535591302097	6.10866656300315
Ind819	33	S	no	no
Ind820	33	S	16.5848681284687	18.7337370156711
Ind821	33	S	9.20058342328306	19.1458666830785
Ind822	33	S	18.1424139616457	20.7211487213365
Ind823	33	S	no	no
Ind824	33	S	no	no
Ind825	33	S	no	no
Ind826	33	S	no	no
Ind827	33	S	23.8267222227806	28.6693267919948
Ind828	33	S	no	no
Ind829	33	S	7.97718574608012	21.3535189222818
Ind830	33	S	10.9344866421064	18.5697538129932
Ind831	33	S	no	no
Ind832	33	S	7.99798922029516	10.5197475444041
Ind833	33	S	no	no
Ind834	33	S	no	no
Ind835	33	S	no	no
Ind836	33	S	no	no
Ind837	33	S	17.6825139296068	20.9547612045693
Ind838	33	S	no	no
Ind839	34	E	12.2045362035163	28.1990088005721
Ind840	34	E	6.34460189046538	9.27713143335847
Ind841	34	E	0.588033894424993	2.65339581515656
Ind842	34	E	2.41297918016848	3.18099049443382
Ind843	34	E	11.7341281309946	28.5512798003953
Ind844	34	S	51.1170393892235	58.1414947020683
Ind845	34	S	52.822589510759	56.636913977236
Ind846	34	S	no	no
Ind847	34	S	no	no
Ind848	34	S	45.3365595718837	69.8387959280024
Ind849	34	S	34.2526299956808	69.994192319446
Ind850	34	S	49.1204638600569	60.0508632515854
Ind851	34	S	108.15544442833	112.509140331901
Ind852	34	S	9.39805238829073	26.4635690287458
Ind853	34	S	100.355476136041	102.228126149235
Ind854	34	S	43.6810938890297	50.961887653247
Ind855	34	S	79.215705300971	89.4082625727653
Ind856	34	S	53.5261590972645	55.3921542623814
Ind857	34	S	no	no
Ind858	34	S	no	no
Ind859	34	S	58.457474991011	92.9851002979613
Ind860	34	S	51.8360405278875	56.9485012773308
Ind861	34	S	no	no
Ind862	34	S	45.2703559068794	52.4600514122375
Ind863	34	S	67.4847689015799	78.7080410137255
Ind864	35	E	11.3023595358451	14.3108481911652
Ind865	35	E	1.73417096407481	6.7943872107312
Ind866	35	E	6.32797314098106	8.52259569376572
Ind867	35	E	2.83447577431938	9.40729256953633
Ind868	35	E	1.15550369978763	3.66929327001762
Ind869	35	S	no	no
Ind870	35	S	no	no
Ind871	35	S	no	no
Ind872	35	S	no	no
Ind873	35	S	no	no
Ind874	35	S	no	no
Ind875	35	S	no	no
Ind876	35	S	no	no
Ind877	35	S	no	no
Ind878	35	S	no	no
Ind879	35	S	no	no
Ind880	35	S	8.94936340486498	10.6473036221103
Ind881	35	S	no	no
Ind882	35	S	no	no
Ind883	35	S	no	no
Ind884	35	S	no	no
Ind885	35	S	7.90078807487874	10.3920482113611
Ind886	35	S	no	no
Ind887	35	S	no	no
Ind888	35	S	no	no
Ind889	36	E	6.34347383461643	23.3086254889741
Ind890	36	E	4.49751005063403	8.35987383187808
Ind891	36	E	1.4077211478865	7.04335953965909
Ind892	36	E	0.930551359100699	9.52865139602489
Ind893	36	E	5.44797863945371	5.90061770082251
Ind894	36	S	no	no
Ind895	36	S	no	no
Ind896	36	S	no	no
Ind897	36	S	9.6858130122977	19.1388504141537
Ind898	36	S	17.4681369089555	36.879711450098
Ind899	36	S	13.986434178774	23.8058499600021
Ind900	36	S	no	no
Ind901	36	S	8.51509283448486	11.9127321973784
Ind902	36	S	no	no
Ind903	36	S	29.5565422929399	30.1566434926431
Ind904	36	S	no	no
Ind905	36	S	no	no
Ind906	36	S	34.0314531864906	49.3080166387753
Ind907	36	S	no	no
Ind908	36	S	20.4080500151028	21.7559119216359
Ind909	36	S	no	no
Ind910	36	S	no	no
Ind911	36	S	24.9265974465491	27.7483351385895
Ind912	36	S	5.57311248811261	22.294800233046
Ind913	36	S	24.8118037827856	30.6918948687438
