ID	Group	Init. Comp.	Donor	S->E	E->I	I->D	D->R
Ind37	1	S	0	no	no	no	no
Ind38	1	S	0	13.9178	13.9264	14.2277	16.0658
Ind39	2	E	1	no	8.24648	13.3318	18.1481
Ind40	2	E	1	no	7.76386	8.13521	20.0933
Ind41	2	E	1	no	1.70617	2.79973	9.46195
Ind42	2	E	1	no	1.06636	6.3189	6.81501
Ind43	2	E	1	no	1.77016	1.9686	5.49793
Ind44	2	S	0	2.59085	6.21571	6.36972	13.2103
Ind45	2	S	0	69.2685	70.4555	70.9985	74.1739
Ind46	2	S	0	7.77575	11.0542	16.5234	57.7139
Ind47	2	S	0	4.13225	5.69321	8.21175	16.3478
Ind48	2	S	0	5.15815	6.41307	6.88498	12.5123
Ind49	2	S	0	2.99877	4.48225	6.74579	35.0422
Ind50	2	S	0	8.71799	16.2635	17.631	26.3015
Ind51	2	S	0	42.1054	44.1437	46.7808	52.6572
Ind52	2	S	0	14.469	19.1381	22.4824	27.6301
Ind53	2	S	0	24.3446	29.0999	39.9756	53.0104
Ind54	2	S	0	7.66823	9.75835	15.5523	22.6461
Ind55	2	S	0	37.3362	38.9293	45.3265	65.5804
Ind56	2	S	0	19.1579	19.2667	30.0357	40.1511
Ind57	2	S	0	15.4898	17.3216	20.884	28.6946
Ind58	2	S	0	28.3352	32.6552	39.1365	44.5197
Ind59	2	S	0	no	no	no	no
Ind60	2	S	0	4.95521	4.96696	7.47329	15.016
Ind61	2	S	0	17.298	18.2387	25.9286	39.787
Ind62	2	S	0	42.5966	60.3996	64.6158	74.5509
Ind63	2	S	0	12.7234	15.7393	16.7833	17.4512
Ind64	3	E	1	no	5.84694	10.5378	14.6015
Ind65	3	E	1	no	5.93049	8.38319	9.98064
Ind66	3	E	1	no	5.5377	12.0178	12.191
Ind67	3	E	1	no	3.42178	5.78089	6.45101
Ind68	3	E	1	no	5.90212	12.2457	19.1785
Ind69	3	S	0	47.027	50.9622	59.9623	67.9125
Ind70	3	S	0	56.6622	60.5309	68.3081	73.5523
Ind71	3	S	0	no	no	no	no
Ind72	3	S	0	57.8022	59.7569	75.8341	79.2597
Ind73	3	S	0	31.7934	31.7953	32.1278	40.9035
Ind74	3	S	0	31.9947	33.5253	34.6785	48.0996
Ind75	3	S	0	22.0628	25.9803	32.23	37.1758
Ind76	3	S	0	76.7392	78.75	86.0792	90.6845
Ind77	3	S	0	56.4457	56.5793	59.506	63.7153
Ind78	3	S	0	no	no	no	no
Ind79	3	S	0	12.6459	17.9641	21.252	27.8764
Ind80	3	S	0	58.9418	59.232	62.5664	67.0919
Ind81	3	S	0	no	no	no	no
Ind82	3	S	0	64.1423	66.6814	68.97	73.8923
Ind83	3	S	0	15.9559	20.2076	27.696	56.8805
Ind84	3	S	0	7.04516	8.11341	8.32645	16.517
Ind85	3	S	0	36.1301	46.5838	54.5934	62.4886
Ind86	3	S	0	54.1095	55.1401	57.4861	60.2696
Ind87	3	S	0	25.1352	29.7375	32.6268	40.4597
Ind88	3	S	0	39.4272	41.0304	62.7159	64.0973
Ind89	4	E	1	no	3.16455	7.05494	13.7439
Ind90	4	E	1	no	0.368267	0.868168	1.577
Ind91	4	E	1	no	1.94734	3.16086	9.98298
Ind92	4	E	1	no	0.694066	1.60054	12.4825
Ind93	4	E	1	no	4.02939	9.24141	11.2276
Ind94	4	S	0	3.46952	5.00512	10.6016	15.5441
Ind95	4	S	0	2.20166	2.85715	3.01977	19.0239
Ind96	4	S	0	no	no	no	no
Ind97	4	S	0	5.67378	8.9447	11.054	22.3067
Ind98	4	S	0	no	no	no	no
Ind99	4	S	0	no	no	no	no
Ind100	4	S	0	6.35118	10.5496	10.8939	16.8633
Ind101	4	S	0	12.9309	14.9114	15.4047	15.8575
Ind102	4	S	0	20.3286	20.624	25.3904	25.9871
Ind103	4	S	0	no	no	no	no
Ind104	4	S	0	5.16336	5.83717	16.2499	20.6404
Ind105	4	S	0	13.266	13.5482	21.5181	30.1095
Ind106	4	S	0	no	no	no	no
Ind107	4	S	0	no	no	no	no
Ind108	4	S	0	23.0914	24.1802	27.8151	42.599
Ind109	4	S	0	no	no	no	no
Ind110	4	S	0	11.198	12.3028	14.1479	23.8297
Ind111	4	S	0	9.29213	10.0924	12.6047	14.408
Ind112	4	S	0	no	no	no	no
Ind113	4	S	0	8.97036	10.5585	14.8827	22.5998
Ind114	5	E	1	no	0.408538	1.92151	2.36269
Ind115	5	E	1	no	0.0733702	2.75779	6.41394
Ind116	5	E	1	no	7.53942	9.89598	12.8459
Ind117	5	E	1	no	5.02321	5.46281	8.47507
Ind118	5	E	1	no	0.331393	13.1051	14.2203
Ind119	5	S	0	4.70196	9.52605	18.7253	27.1382
Ind120	5	S	0	no	no	no	no
Ind121	5	S	0	31.5538	33.7633	34.536	38.9615
Ind122	5	S	0	no	no	no	no
Ind123	5	S	0	13.9632	14.0648	16.6785	25.9217
Ind124	5	S	0	20.9179	24.2015	29.265	35.6514
Ind125	5	S	0	35.2408	47.8877	56.3775	67.9828
Ind126	5	S	0	no	no	no	no
Ind127	5	S	0	5.73414	8.17918	13.1293	23.1118
Ind128	5	S	0	3.12209	5.05636	7.61541	8.42838
Ind129	5	S	0	2.26222	3.23828	9.71354	18.4637
Ind130	5	S	0	17.401	20.4079	21.3723	35.3674
Ind131	5	S	0	24.0002	28.5157	40.5707	43.6506
Ind132	5	S	0	2.76743	3.65202	6.3729	16.5372
Ind133	5	S	0	12.6214	13.4252	25.3748	68.0588
Ind134	5	S	0	16.8042	18.499	20.83	40.413
Ind135	5	S	0	79.7738	80.7129	80.7798	112.425
Ind136	5	S	0	67.3825	75.9449	83.0949	94.1189
Ind137	5	S	0	6.20045	11.2274	19.3301	34.7258
Ind138	5	S	0	7.75016	10.3286	15.2779	16.1472
Ind139	6	E	1	no	4.52784	6.81654	16.8299
Ind140	6	E	1	no	0.841315	1.54623	9.98442
Ind141	6	E	1	no	0.167783	5.60915	15.0525
Ind142	6	E	1	no	1.43139	4.44236	8.67263
Ind143	6	E	1	no	1.27859	1.37908	1.8012
Ind144	6	S	0	no	no	no	no
Ind145	6	S	0	no	no	no	no
Ind146	6	S	0	no	no	no	no
Ind147	6	S	0	21.5731	26.2959	27.2999	27.8918
Ind148	6	S	0	10.1327	12.8635	13.5926	22.5869
Ind149	6	S	0	17.6555	18.9346	20.2173	23.0709
Ind150	6	S	0	6.04786	7.26456	22.8713	26.0659
Ind151	6	S	0	13.1478	13.516	25.4967	34.2078
Ind152	6	S	0	no	no	no	no
Ind153	6	S	0	no	no	no	no
Ind154	6	S	0	no	no	no	no
Ind155	6	S	0	13.7041	16.4656	17.16	22.7888
Ind156	6	S	0	14.8017	17.7167	20.518	21.7946
Ind157	6	S	0	13.3184	14.8932	16.6779	25.0687
Ind158	6	S	0	43.928	45.7985	46.8386	47.4188
Ind159	6	S	0	no	no	no	no
Ind160	6	S	0	16.4675	18.5551	22.5893	64.6955
Ind161	6	S	0	17.7897	18.1803	21.6697	21.729
Ind162	6	S	0	12.1331	13.0692	23.7374	30.872
Ind163	6	S	0	13.6003	15.4791	28.0722	33.463
Ind164	7	E	1	no	9.21907	11.3722	12.5111
Ind165	7	E	1	no	0.983227	2.59787	7.09573
Ind166	7	E	1	no	2.48985	6.81021	15.8736
Ind167	7	E	1	no	0.251848	3.37009	3.82991
Ind168	7	E	1	no	3.56727	4.27618	8.23455
Ind169	7	S	0	35.7806	35.8872	40.9162	44.067
Ind170	7	S	0	31.2307	33.2551	34.8165	51.8142
Ind171	7	S	0	13.9883	17.5746	17.9505	23.4272
Ind172	7	S	0	6.79447	7.10197	7.873	13.0072
Ind173	7	S	0	25.0196	36.2013	57.1744	60.2003
Ind174	7	S	0	27.1707	27.1956	34.4825	49.0444
Ind175	7	S	0	20.8377	21.7303	23.5856	24.8937
Ind176	7	S	0	27.9845	28.2837	36.1706	37.9953
Ind177	7	S	0	5.51448	6.1231	7.36071	8.91709
Ind178	7	S	0	42.7772	45.2886	48.1297	53.8027
Ind179	7	S	0	17.9603	18.7041	19.0297	49.6651
Ind180	7	S	0	20.9432	21.0275	23.3825	31.6428
Ind181	7	S	0	no	no	no	no
Ind182	7	S	0	0.51543	0.817632	3.72712	12.8907
Ind183	7	S	0	25.2901	30.1112	33.5792	46.3128
Ind184	7	S	0	14.5325	16.6971	21.4417	39.3488
Ind185	7	S	0	7.87406	10.6272	11.5546	34.8294
Ind186	7	S	0	no	no	no	no
Ind187	7	S	0	4.66315	11.3513	13.0912	29.9493
Ind188	7	S	0	7.3521	9.69221	12.9163	14.5616
Ind189	8	E	1	no	10.5904	12.8315	23.3067
Ind190	8	E	1	no	3.50414	3.57225	12.3112
Ind191	8	E	1	no	1.50385	2.81356	12.9688
Ind192	8	E	1	no	0.196958	1.61544	4.72122
Ind193	8	E	1	no	4.68346	4.93682	20.7672
Ind194	8	S	0	no	no	no	no
Ind195	8	S	0	19.022	30.2272	32.3549	32.9964
Ind196	8	S	0	20.7075	22.1633	23.4343	27.9516
Ind197	8	S	0	11.8713	12.7215	24.3008	45.2704
Ind198	8	S	0	no	no	no	no
Ind199	8	S	0	no	no	no	no
Ind200	8	S	0	no	no	no	no
Ind201	8	S	0	8.24214	8.57791	15.9274	21.0433
Ind202	8	S	0	no	no	no	no
Ind203	8	S	0	no	no	no	no
Ind204	8	S	0	21.0243	23.0435	24.0686	27.7774
Ind205	8	S	0	3.23266	5.08018	8.88633	9.35975
Ind206	8	S	0	no	no	no	no
Ind207	8	S	0	no	no	no	no
Ind208	8	S	0	no	no	no	no
Ind209	8	S	0	24.7683	26.3525	27.6414	32.4919
Ind210	8	S	0	no	no	no	no
Ind211	8	S	0	no	no	no	no
Ind212	8	S	0	14.2015	18.5149	24.8703	25.4976
Ind213	8	S	0	44.2461	46.516	50.8331	52.0542
Ind214	9	E	1	no	3.32962	15.2225	30.2684
Ind215	9	E	1	no	3.26999	9.01436	15.5229
Ind216	9	E	1	no	0.0149108	1.66689	28.2529
Ind217	9	E	1	no	4.6415	6.57764	20.3866
Ind218	9	E	1	no	6.22265	12.2656	18.863
Ind219	9	S	0	18.8738	19.6522	33.7995	38.5741
Ind220	9	S	0	11.4221	20.6455	21.3162	33.2602
Ind221	9	S	0	10.6625	15.4799	20.3186	28.1391
Ind222	9	S	0	10.5645	10.9864	18.6046	20.5798
Ind223	9	S	0	9.71801	13.1557	15.8224	23.7153
Ind224	9	S	0	8.56031	9.26616	9.69557	40.5125
Ind225	9	S	0	5.38199	6.74446	22.4101	40.4069
Ind226	9	S	0	11.6775	15.4837	19.1207	31.0477
Ind227	9	S	0	15.2333	15.2418	26.9342	33.9821
Ind228	9	S	0	22.4295	24.2495	31.5982	36.342
Ind229	9	S	0	no	no	no	no
Ind230	9	S	0	10.6064	16.6428	21.7165	27.1297
Ind231	9	S	0	32.7491	34.8759	35.1972	36.5738
Ind232	9	S	0	3.8753	11.9556	12.0764	15.17
Ind233	9	S	0	6.17867	14.134	19.5802	22.1374
Ind234	9	S	0	16.0867	20.1827	21.506	40.9095
Ind235	9	S	0	11.6707	13.1581	14.9776	28.5492
Ind236	9	S	0	14.8619	15.3636	16.3055	19.0276
Ind237	9	S	0	3.65387	11.0488	13.8777	33.067
Ind238	9	S	0	22.3012	26.1748	38.3611	39.3997
Ind239	10	E	1	no	12.6343	13.4053	14.2773
Ind240	10	E	1	no	1.50329	8.03189	8.49889
Ind241	10	E	1	no	0.748413	2.12234	7.56803
Ind242	10	E	1	no	3.58787	6.36372	25.2874
Ind243	10	E	1	no	3.54758	6.00412	13.6176
Ind244	10	S	0	31.2159	32.0325	39.7583	39.8733
Ind245	10	S	0	25.7234	26.3937	26.8185	31.0405
Ind246	10	S	0	26.9195	31.2438	32.3841	48.7164
Ind247	10	S	0	5.25958	5.6689	7.33737	37.3252
Ind248	10	S	0	31.5055	32.2727	34.9714	46.8833
Ind249	10	S	0	5.51725	7.70105	8.19238	9.91448
Ind250	10	S	0	no	no	no	no
Ind251	10	S	0	31.5803	34.8759	42.6178	43.4766
Ind252	10	S	0	no	no	no	no
Ind253	10	S	0	30.3116	32.5471	32.6573	34.1528
Ind254	10	S	0	20.7019	23.1615	25.7512	55.1793
Ind255	10	S	0	32.3214	32.9322	33.4027	48.2157
Ind256	10	S	0	12.9927	20.8476	22.8358	31.5917
Ind257	10	S	0	23.384	28.4546	34.8163	37.9624
Ind258	10	S	0	12.2778	23.943	24.8157	34.4651
Ind259	10	S	0	46.0694	46.4847	48.2152	53.6187
Ind260	10	S	0	9.38831	11.1889	11.9991	26.8731
Ind261	10	S	0	48.0242	50.2456	51.4827	65.4815
Ind262	10	S	0	34.1576	35.2665	38.0875	39.4433
Ind263	10	S	0	14.1964	15.8879	25.5643	35.7421
Ind264	11	E	1	no	1.048	8.44928	11.045
Ind265	11	E	1	no	3.11895	8.61716	12.4975
Ind266	11	E	1	no	2.64807	5.5131	24.5284
Ind267	11	E	1	no	3.58587	4.08421	15.1047
Ind268	11	E	1	no	3.67558	9.73457	13.4514
Ind269	11	S	0	8.1368	9.5316	17.1891	18.7565
Ind270	11	S	0	4.91206	5.27531	16.3901	65.1696
Ind271	11	S	0	8.10246	10.4065	12.5619	19.6457
Ind272	11	S	0	5.28509	6.60866	9.77141	21.5486
Ind273	11	S	0	8.41667	12.1576	14.6935	29.3534
Ind274	11	S	0	5.64594	8.53831	9.55292	13.6687
Ind275	11	S	0	9.73588	11.7904	21.8801	22.3184
Ind276	11	S	0	24.3126	27.1965	42.3595	51.3298
Ind277	11	S	0	24.0738	25.8705	31.4021	53.3592
Ind278	11	S	0	41.0164	44.4828	44.6544	53.5375
Ind279	11	S	0	24.5197	32.6841	37.6198	48.4897
Ind280	11	S	0	13.4119	15.8907	28.1925	51.6981
Ind281	11	S	0	42.5639	51.9692	54.756	55.7686
Ind282	11	S	0	27.487	27.582	28.3987	30.5802
Ind283	11	S	0	24.6896	28.7829	29.6324	35.8001
Ind284	11	S	0	8.4073	8.55313	21.1496	27.0533
Ind285	11	S	0	10.6279	15.176	15.7891	17.5132
Ind286	11	S	0	7.18562	8.06824	9.8355	10.4979
Ind287	11	S	0	8.12274	11.7932	12.3561	16.1443
Ind288	11	S	0	5.30623	7.20424	13.3979	52.6031
Ind289	12	E	1	no	2.39508	3.1884	50.5853
Ind290	12	E	1	no	6.69728	12.0793	20.1976
Ind291	12	E	1	no	0.0530244	1.05984	1.70051
Ind292	12	E	1	no	0.576299	0.860475	2.03416
Ind293	12	E	1	no	17.6028	25.5409	33.1792
Ind294	12	S	0	36.8276	37.5308	41.7488	73.8903
Ind295	12	S	0	13.8965	22.5608	22.5619	26.6443
Ind296	12	S	0	no	no	no	no
Ind297	12	S	0	60.4861	67.2207	75.7214	79.4383
Ind298	12	S	0	56.4424	59.6121	60.4	85.7723
Ind299	12	S	0	22.5882	24.0385	27.5836	39.613
Ind300	12	S	0	51.352	52.4759	53.0784	66.3755
Ind301	12	S	0	35.4978	45.4442	46.2804	55.0853
Ind302	12	S	0	8.28597	10.6794	13.2284	14.691
Ind303	12	S	0	26.4838	31.9199	35.1324	36.0731
Ind304	12	S	0	15.2521	16.7841	20.8458	28.4463
Ind305	12	S	0	6.93853	7.85919	9.44676	10.7233
Ind306	12	S	0	45.8398	47.2514	47.3586	60.6505
Ind307	12	S	0	29.835	32.5899	32.8804	37.7705
Ind308	12	S	0	9.64869	10.7097	10.876	13.1015
Ind309	12	S	0	41.0412	42.1464	46.3502	53.9644
Ind310	12	S	0	17.9053	19.7094	19.7557	20.6312
Ind311	12	S	0	29.5177	30.7325	38.7463	45.7424
Ind312	12	S	0	50.979	54.4097	60.6258	62.7129
Ind313	12	S	0	25.785	26.5405	35.9349	36.6794
Ind314	13	E	1	no	4.4662	8.98279	14.4278
Ind315	13	E	1	no	5.80456	7.26325	20.3046
Ind316	13	E	1	no	1.09438	1.76195	7.4695
Ind317	13	E	1	no	0.925647	1.31143	5.32735
Ind318	13	E	1	no	1.76191	3.87101	5.84094
Ind319	13	S	0	12.0045	12.9	13.1128	27.1496
Ind320	13	S	0	no	no	no	no
Ind321	13	S	0	9.50096	12.3457	19.301	23.0313
Ind322	13	S	0	21.7812	26.6873	28.9389	32.1355
Ind323	13	S	0	13.9452	14.4917	14.9913	18.537
Ind324	13	S	0	25.0041	26.7314	27.4439	41.7621
Ind325	13	S	0	38.6317	39.822	41.5346	48.8997
Ind326	13	S	0	9.22707	10.6259	12.8012	15.1594
Ind327	13	S	0	no	no	no	no
Ind328	13	S	0	18.3901	18.7456	20.5922	28.5986
Ind329	13	S	0	12.8087	14.1861	23.287	26.8771
Ind330	13	S	0	7.7116	7.79631	9.22537	12.0634
Ind331	13	S	0	23.7574	23.8077	24.7754	25.3243
Ind332	13	S	0	no	no	no	no
Ind333	13	S	0	4.7901	6.76912	8.31805	18.0861
Ind334	13	S	0	10.3148	11.3667	13.2371	23.8523
Ind335	13	S	0	11.64	13.5403	20.5785	38.698
Ind336	13	S	0	no	no	no	no
Ind337	13	S	0	5.60551	7.77728	9.85227	16.8449
Ind338	13	S	0	7.43141	13.5541	19.9027	21.9732
Ind339	14	E	1	no	5.20118	7.0634	8.4071
Ind340	14	E	1	no	3.49251	7.14897	18.7248
Ind341	14	E	1	no	0.849992	6.9401	27.6725
Ind342	14	E	1	no	0.877693	1.46639	21.4142
Ind343	14	E	1	no	2.17222	3.30453	9.68197
Ind344	14	S	0	no	no	no	no
Ind345	14	S	0	6.63245	11.8917	12.5781	14.9478
Ind346	14	S	0	13.7082	13.8552	17.2726	18.2534
Ind347	14	S	0	no	no	no	no
Ind348	14	S	0	6.36017	9.6499	21.0393	26.0375
Ind349	14	S	0	7.8576	10.2998	12.6121	30.0874
Ind350	14	S	0	10.5373	13.0483	16.7541	16.8695
Ind351	14	S	0	17.4451	18.5026	26.5921	30.1358
Ind352	14	S	0	no	no	no	no
Ind353	14	S	0	14.7096	20.0972	20.7625	26.0719
Ind354	14	S	0	8.51455	13.6756	25.1933	27.4792
Ind355	14	S	0	11.2345	16.1444	17.5581	17.8899
Ind356	14	S	0	15.4284	20.0776	21.4924	27.4196
Ind357	14	S	0	7.36456	7.60065	9.59539	16.3389
Ind358	14	S	0	8.30274	9.06265	11.0802	12.1489
Ind359	14	S	0	13.2488	21.902	22.5403	24.2182
Ind360	14	S	0	no	no	no	no
Ind361	14	S	0	no	no	no	no
Ind362	14	S	0	16.4649	16.5508	22.5082	26.6469
Ind363	14	S	0	10.2136	15.0428	17.5839	22.5085
Ind364	15	E	1	no	2.32266	2.76855	3.53114
Ind365	15	E	1	no	3.4211	11.939	17.4288
Ind366	15	E	1	no	5.28711	8.15517	17.2004
Ind367	15	E	1	no	1.63164	14.3842	15.1782
Ind368	15	E	1	no	6.00617	6.81418	11.0812
Ind369	15	S	0	7.51973	13.605	19.2264	21.1703
Ind370	15	S	0	no	no	no	no
Ind371	15	S	0	no	no	no	no
Ind372	15	S	0	32.9915	33.3662	44.0132	44.8158
Ind373	15	S	0	13.3463	13.7271	14.4875	18.9211
Ind374	15	S	0	no	no	no	no
Ind375	15	S	0	1.87815	6.07477	10.4757	25.3462
Ind376	15	S	0	10.2839	12.3429	18.0896	52.7615
Ind377	15	S	0	7.13005	21.253	23.8269	25.5924
Ind378	15	S	0	30.5855	30.6824	34.842	38.5858
Ind379	15	S	0	26.497	29.6609	42.3977	43.2512
Ind380	15	S	0	no	no	no	no
Ind381	15	S	0	12.6142	24.993	28.8789	38.0796
Ind382	15	S	0	no	no	no	no
Ind383	15	S	0	14.509	15.4601	25.7253	27.6308
Ind384	15	S	0	36.8446	40.1122	47.9423	57.0308
Ind385	15	S	0	12.6929	15.0839	15.1281	32.3062
Ind386	15	S	0	5.53857	8.27997	12.1167	15.5714
Ind387	15	S	0	no	no	no	no
Ind388	15	S	0	no	no	no	no
Ind389	16	E	1	no	0.816622	6.04362	14.283
Ind390	16	E	1	no	0.387193	10.0751	10.3584
Ind391	16	E	1	no	0.216046	3.70405	3.96158
Ind392	16	E	1	no	0.0677338	1.71088	7.88735
Ind393	16	E	1	no	0.601759	2.17381	4.35034
Ind394	16	S	0	5.75971	8.22181	12.4161	14.2006
Ind395	16	S	0	no	no	no	no
Ind396	16	S	0	no	no	no	no
Ind397	16	S	0	2.43345	7.50818	7.86487	11.7393
Ind398	16	S	0	14.2251	15.0888	19.5067	44.6195
Ind399	16	S	0	22.5164	22.8743	29.3645	43.6808
Ind400	16	S	0	10.9841	11.7837	14.7409	20.9813
Ind401	16	S	0	no	no	no	no
Ind402	16	S	0	no	no	no	no
Ind403	16	S	0	7.15102	12.0211	12.6875	14.6641
Ind404	16	S	0	no	no	no	no
Ind405	16	S	0	8.02818	9.02506	11.9645	13.2014
Ind406	16	S	0	4.52201	4.83163	6.76281	9.87416
Ind407	16	S	0	18.9317	21.1717	25.1944	32.9527
Ind408	16	S	0	7.83535	9.23889	25.1995	29.6388
Ind409	16	S	0	7.27112	11.199	21.1176	24.4713
Ind410	16	S	0	20.619	21.5396	29.3561	34.3294
Ind411	16	S	0	21.3671	21.5064	27.6723	32.018
Ind412	16	S	0	no	no	no	no
Ind413	16	S	0	no	no	no	no
Ind414	17	E	1	no	1.56026	2.60186	17.8028
Ind415	17	E	1	no	8.29865	8.72056	10.97
Ind416	17	E	1	no	5.25533	6.32148	8.9623
Ind417	17	E	1	no	0.133877	1.20898	2.8053
Ind418	17	E	1	no	2.3397	2.99337	5.3937
Ind419	17	S	0	25.4178	30.0707	35.7481	55.0892
Ind420	17	S	0	13.4765	14.2797	24.9782	48.1223
Ind421	17	S	0	29.3257	30.491	34.951	38.2479
Ind422	17	S	0	3.9931	8.56123	15.4534	16.9673
Ind423	17	S	0	12.1822	13.3901	14.7782	35.6099
Ind424	17	S	0	no	no	no	no
Ind425	17	S	0	16.0959	16.3637	24.3274	24.4319
Ind426	17	S	0	no	no	no	no
Ind427	17	S	0	31.3834	34.3293	35.0579	35.3663
Ind428	17	S	0	12.6467	14.1791	14.9243	34.7586
Ind429	17	S	0	34.1455	34.8037	39.3352	40.4314
Ind430	17	S	0	9.79823	11.8002	15.9852	30.4389
Ind431	17	S	0	7.97219	11.7003	13.8498	39.8666
Ind432	17	S	0	25.0536	32.1226	36.9049	49.4543
Ind433	17	S	0	2.91357	3.76148	5.54328	7.59142
Ind434	17	S	0	31.7508	37.0952	38.4104	65.6675
Ind435	17	S	0	35.3582	35.4577	36.8336	53.3345
Ind436	17	S	0	22.177	24.8476	32.9596	33.48
Ind437	17	S	0	7.6318	12.4338	13.8641	18.6931
Ind438	17	S	0	no	no	no	no
Ind439	18	E	1	no	5.79439	11.2229	12.9396
Ind440	18	E	1	no	3.18303	5.63185	56.0028
Ind441	18	E	1	no	3.48586	8.84465	11.0387
Ind442	18	E	1	no	3.92668	4.29005	13.5265
Ind443	18	E	1	no	0.158616	16.3414	17.6182
Ind444	18	S	0	7.30811	8.27133	14.6662	16.2328
Ind445	18	S	0	18.6307	22.8427	23.2257	43.2133
Ind446	18	S	0	no	no	no	no
Ind447	18	S	0	5.93598	7.27303	11.1992	13.0837
Ind448	18	S	0	8.48877	15.8661	19.2311	20.3227
Ind449	18	S	0	1.8144	5.8506	5.85234	15.1263
Ind450	18	S	0	2.81492	6.70535	13.1582	20.1167
Ind451	18	S	0	3.76334	3.91763	17.8614	24.5112
Ind452	18	S	0	7.9475	13.7734	30.1327	31.2567
Ind453	18	S	0	no	no	no	no
Ind454	18	S	0	26.1211	31.5465	32.4335	36.3169
Ind455	18	S	0	10.009	13.4214	17.0519	34.9776
Ind456	18	S	0	14.1293	17.3458	18.1449	21.597
Ind457	18	S	0	13.5299	14.8861	17.9023	18.5091
Ind458	18	S	0	no	no	no	no
Ind459	18	S	0	2.36181	8.28924	9.97314	23.2906
Ind460	18	S	0	7.44497	10.4078	15.6941	20.6825
Ind461	18	S	0	11.2126	14.8608	15.6164	20.8114
Ind462	18	S	0	10.5608	11.7581	14.4308	22.4854
