ID	Group	Init. Comp.	Donor	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind585	23	S	0	0.3425	0.725388	0.831888	1.80692	-0.588847	1.35828	0.327533	1.06062	-0.820149	-1.47137
Ind586	23	S	0	0.682518	3.63285	4.76032	11.8422	-0.3062	1.46294	0.996362	0.945679	-0.267797	0.60792
Ind587	23	S	0	0.980325	1.06168	2.19463	7.39151	-0.799955	-0.265189	0.584564	1.57346	-0.917528	-0.216656
Ind588	23	S	0	0.187801	0.78359	6.28294	8.59286	0.41861	0.0493349	1.9797	0.586145	-0.0501784	0.371696
Ind589	24	E	1	no	0.911978	1.7002	14.5292	0.679539	-1.62959	0.194309	0.246946	-0.936996	0.445934
Ind590	24	E	1	no	0.0702102	0.127562	4.22164	1.95941	-0.223265	0.185127	0.313497	-0.94067	-0.542117
Ind591	24	E	1	no	3.44996	5.2505	6.36262	-0.60727	-0.286175	-0.218925	1.04231	-0.606087	-0.0822393
Ind592	24	E	1	no	0.0868919	0.276036	1.59319	1.85464	-0.349191	-0.0374588	0.862889	-1.90567	0.370808
Ind593	24	E	1	no	3.40025	5.85024	17.6664	0.564251	-0.0109457	-0.529418	-0.613648	-0.205697	-0.080525
Ind594	24	S	0	2.73896	4.06927	10.917	12.9129	2.11155	0.0142802	2.49529	-1.22738	0.274819	-0.248831
Ind595	24	S	0	1.07058	10.5002	20.6051	45.5465	-0.209557	-0.58811	1.3791	-0.290466	0.147543	0.824101
Ind596	24	S	0	5.01211	19.4606	87.3435	293.863	-0.587248	-0.121765	1.83409	-1.08356	0.115021	2.59925
Ind597	24	S	0	1.61152	2.53728	3.06417	9.39622	-0.380091	2.15042	1.8154	-0.0582905	0.433432	-0.571284
Ind598	24	S	0	0.835236	1.416	1.54652	1.80403	-0.136358	0.462215	-0.625969	0.679248	-0.0794379	-1.52233
Ind599	24	S	0	17.6313	17.6446	17.7831	18.6669	0.218494	0.991105	0.0288544	-0.502775	-0.174429	-0.612424
Ind600	24	S	0	73.907	87.6083	91.9518	254.124	-0.0767439	-2.7587	-1.4869	-0.460976	0.231168	1.29837
Ind601	24	S	0	no	no	no	no	0.286929	-0.351454	-0.391943	-1.40983	0.391376	-0.597532
Ind602	24	S	0	4.40551	5.67567	6.49249	8.54271	0.178765	0.117897	-0.0694161	0.0595009	0.0210845	-0.554206
Ind603	24	S	0	no	no	no	no	-0.0739109	0.338056	-2.48676	-0.621988	-0.593187	-1.08215
Ind604	24	S	0	0.653557	2.24656	2.54141	2.9544	0.361239	0.216467	0.238571	0.700573	-0.730634	-0.936165
Ind605	24	S	0	0.803967	1.68961	5.64802	6.3792	0.468427	-0.574837	1.21991	-0.0595394	-0.186323	-0.306002
Ind606	24	S	0	no	no	no	no	-0.299857	0.0056167	-0.258411	-2.00102	-0.342114	-0.812555
Ind607	24	S	0	5.35382	5.46887	5.58474	8.70042	0.325111	-0.345787	-0.474193	0.775507	-1.43221	0.527347
Ind608	24	S	0	142.66	143.857	144.206	146.328	-0.403693	0.595065	-1.04952	-1.51845	-0.801252	-0.0214005
Ind609	24	S	0	6.20468	70.449	97.61	416.348	1.52161	-1.8597	0.0992948	-1.25693	0.0905827	2.63232
Ind610	24	S	0	no	no	no	no	0.336986	0.726926	-2.13319	0.656896	0.159444	-0.267793
Ind611	24	S	0	73.0717	76.2258	77.2522	98.131	1.39927	0.23416	-0.329587	-0.047912	0.220206	-0.306049
Ind612	24	S	0	no	no	no	no	-0.998076	0.106845	-1.63856	-0.121108	0.889712	0.62488
Ind613	24	S	0	no	no	no	no	-0.231908	1.1124	-2.35661	-0.965454	0.468957	0.438142
Ind614	25	E	1	no	2.78252	6.34184	12.2899	2.01216	0.544173	0.59842	0.248489	-1.1542	0.511138
Ind615	25	E	1	no	3.85385	9.48131	15.9909	0.259388	-0.492107	0.331798	-0.15496	-0.662662	0.839484
Ind616	25	E	1	no	0.94854	1.64222	3.25831	1.47229	1.17171	1.58017	0.881412	-0.166792	-0.388125
Ind617	25	E	1	no	1.80255	1.91415	3.56771	1.26377	0.961222	-0.0194551	-0.920875	-0.803959	-0.791625
Ind618	25	E	1	no	3.40383	6.05023	8.82379	1.46755	0.681613	0.955108	1.15218	-0.0496805	0.834134
Ind619	25	S	0	4.0471	7.42965	7.97561	13.5416	2.71209	-1.02515	1.08966	0.277775	-0.693639	0.613075
Ind620	25	S	0	4.1099	4.13751	5.69321	5.70326	0.566979	-0.263307	0.958255	-1.65244	-1.0716	-1.3996
Ind621	25	S	0	8.57768	9.78066	11.6995	13.3247	1.16974	0.343289	-0.0680875	0.104438	-0.88007	0.0191396
Ind622	25	S	0	5.63187	6.82137	9.29841	20.3957	1.20902	-0.764604	1.2833	-0.907175	-0.495406	0.035143
Ind623	25	S	0	78.535	79.5875	81.5832	81.6186	-0.842801	0.0265836	-0.983801	-0.616904	-0.594059	-0.445209
Ind624	25	S	0	4.71326	18.1383	43.3703	152.628	0.858834	-0.44036	0.495274	-1.17669	0.615039	0.281958
Ind625	25	S	0	1.66236	8.31901	9.21146	111.448	0.459341	-0.250097	0.639552	-0.045106	0.877747	0.3096
Ind626	25	S	0	2.92482	68.884	188.488	227.49	0.374061	-0.688013	0.161745	-0.56727	0.718093	1.04195
Ind627	25	S	0	1.04384	51.463	96.4003	107.98	1.64264	0.820803	0.272907	0.596099	0.837737	0.499518
Ind628	25	S	0	0.996361	2.40854	53.2726	94.4359	-0.414015	0.325044	0.0391668	-0.0271298	1.18976	0.885479
Ind629	25	S	0	4.05002	149.709	182.091	473.612	-0.463927	0.17754	-0.391844	0.104906	1.04319	2.36035
Ind630	25	S	0	6.41946	23.6264	48.988	51.0604	-1.51096	0.32868	-0.551604	-0.382691	1.05664	-0.25988
Ind631	25	S	0	1.87522	19.7057	22.8745	125.561	0.60582	-0.484741	0.895078	0.957809	1.84207	0.156722
Ind632	25	S	0	1.8721	2.81767	7.74934	9.75062	0.249248	0.549652	1.86014	-0.642953	1.13883	-0.49469
Ind633	25	S	0	2.23382	3.01895	4.87898	12.3393	-0.886739	0.994018	-0.540287	-0.376046	1.1805	-1.83495
Ind634	25	S	0	8.66863	9.41132	11.6324	13.4486	1.25129	0.723016	-0.552782	0.10478	-0.931149	0.151011
Ind635	25	S	0	1.64585	2.31554	5.47837	9.03847	1.1455	1.10574	-0.430094	1.0529	-0.733711	-0.332837
Ind636	25	S	0	2.21964	3.66521	5.61998	7.8208	-0.120792	0.0905102	-0.0752998	1.84799	-0.823832	-0.301532
Ind637	25	S	0	2.1687	2.4412	2.47825	3.89666	1.32333	-0.471188	-1.87894	0.194115	-1.43415	-1.09176
Ind638	25	S	0	5.02273	7.40084	8.56707	9.99969	1.78687	0.352572	0.516385	-0.223356	-0.658373	0.616785
Ind639	26	E	1	no	0.608326	4.74997	5.97481	1.00127	-0.82901	0.264647	1.0486	-1.18093	1.03493
Ind640	26	E	1	no	0.983519	1.50889	2.09732	-1.19235	-1.39018	-0.763818	-1.00044	-0.831544	-0.708297
Ind641	26	E	1	no	0.718301	1.92545	2.08478	2.79451	-0.96456	1.90096	-1.12281	-1.10615	0.333113
Ind642	26	E	1	no	0.428673	1.52736	8.36997	0.699347	0.845916	0.387998	-0.459333	-1.42611	0.485677
Ind643	26	E	1	no	0.412535	1.24948	1.39025	0.123505	1.31605	-1.20833	-0.694311	-0.967622	-1.15131
Ind644	26	S	0	7.45052	8.32666	9.42812	12.3714	-2.07523	-0.33142	-1.22288	0.254306	-0.0728388	-1.29808
Ind645	26	S	0	1.86212	1.96454	2.55154	2.6498	-2.32817	-0.364377	-0.989546	-0.580069	-0.734773	-1.23019
Ind646	26	S	0	11.1194	15.9319	24.0987	36.0189	-0.716872	-0.538816	-0.160577	-0.907111	0.844993	0.525699
Ind647	26	S	0	no	no	no	no	-1.68651	0.823911	-1.7333	-0.829879	-0.0124943	0.0710358
Ind648	26	S	0	2.93437	7.87549	16.0309	18.3706	-1.81109	1.33944	-0.707759	-0.140271	0.0183477	0.32048
Ind649	26	S	0	1.7924	4.32536	14.2014	30.9555	-0.0898424	0.489071	-0.895002	0.794724	-0.723162	1.10346
Ind650	26	S	0	no	no	no	no	1.50397	-1.55179	-0.628912	-0.574625	-1.04263	-1.93061
Ind651	26	S	0	24.625	25.1382	25.6182	32.4439	-0.266454	1.55164	-1.23483	0.647525	-0.401847	-0.271618
Ind652	26	S	0	no	no	no	no	0.326602	0.251283	-1.36566	-0.0595149	-0.608104	1.06283
Ind653	26	S	0	3.53047	6.81968	17.4811	24.6299	-0.288222	-1.8857	-0.691256	0.186027	-0.471708	0.537278
Ind654	26	S	0	12.7767	13.4204	17.4822	17.8456	0.232833	-0.707977	1.30661	-1.13464	-1.198	0.365247
Ind655	26	S	0	5.98672	7.19513	23.8413	24.3108	1.5994	0.186851	1.69519	-0.879144	0.232751	0.0765638
Ind656	26	S	0	5.13814	5.2876	7.39789	8.29457	1.40039	0.0315432	0.400132	0.194069	-1.02601	-0.112858
Ind657	26	S	0	1.37311	2.58743	11.0047	13.0177	0.941649	-0.859751	0.959895	1.64463	-0.777855	0.0735696
Ind658	26	S	0	0.72935	68.826	94.7311	110.833	-0.0953604	0.222921	0.0346296	0.756069	-0.106383	1.92557
Ind659	26	S	0	3.06634	3.83601	4.50646	9.58571	-0.663207	-0.646746	0.293285	-0.137291	-0.036942	-0.913514
Ind660	26	S	0	1.10141	1.50721	4.34442	4.64716	-1.44972	-0.720102	-0.35836	1.63927	-0.803778	0.283335
Ind661	26	S	0	5.6426	11.1507	20.6914	29.3136	-1.47159	1.20061	-0.249208	0.972226	-0.115951	1.45761
Ind662	26	S	0	no	no	no	no	-2.12357	-1.10531	-1.43679	0.626689	0.399801	1.19765
Ind663	26	S	0	27.6667	34.1572	42.5156	45.9136	-0.887426	-0.867355	-0.93068	1.02302	-0.868031	0.593128
Ind664	27	E	1	no	1.36731	1.69886	2.32818	1.3137	-1.1183	-0.128471	-0.500066	-0.613049	-0.264489
Ind665	27	E	1	no	0.361949	0.51961	0.584429	0.041515	1.1948	-0.284015	0.444757	-0.914095	-0.878876
Ind666	27	E	1	no	9.49401	16.0915	60.4939	0.543675	0.102706	-0.0612592	-0.162658	0.265988	0.390243
Ind667	27	E	1	no	0.110999	2.02576	6.25934	0.609632	-0.148797	1.58084	-0.267534	-0.100695	-1.24627
Ind668	27	E	1	no	0.11471	2.05347	34.1833	0.723932	-0.357997	0.16859	-0.0670761	-0.537607	0.631691
Ind669	27	S	0	9.0148	19.9094	34.7348	76.4052	0.318504	-1.39847	1.21983	0.0838172	0.897884	1.49392
Ind670	27	S	0	8.55735	90.9278	97.4788	109.828	-0.644612	0.248465	1.26095	-0.927682	0.714101	1.49788
Ind671	27	S	0	12.1208	19.5261	52.9622	60.1381	-0.622413	0.0553003	1.183	-0.0130956	0.470253	0.210238
Ind672	27	S	0	2.03818	11.174	15.1782	33.9243	-1.52323	-0.755731	0.679357	-0.309315	0.827713	0.182897
Ind673	27	S	0	5.81937	33.0413	38.1229	46.411	-0.869238	-0.583867	1.09189	0.668868	0.852588	0.707255
Ind674	27	S	0	2.50317	25.7468	25.9092	38.4171	-2.46701	-1.34369	0.401969	0.617142	1.74651	-1.44295
Ind675	27	S	0	100.109	118.485	122.469	130.945	-2.23032	-1.35776	-0.25507	-0.129018	0.41296	0.939301
Ind676	27	S	0	13.6429	61.369	155.857	215.555	0.35482	0.151147	2.24556	-1.38706	1.28965	1.16114
Ind677	27	S	0	40.2731	49.6113	64.4095	148.217	1.22411	-1.29099	0.842906	-0.840986	0.391076	1.02023
Ind678	27	S	0	9.50735	13.283	21.4687	22.7202	1.56831	-0.826867	1.63075	-0.475072	0.181574	-0.354512
Ind679	27	S	0	11.1639	12.1937	12.5545	14.6644	1.91439	0.265454	0.784847	0.362288	-0.79909	-0.22011
Ind680	27	S	0	5.48465	8.18483	8.31117	8.50172	0.131378	0.240146	0.982395	0.74406	-0.425382	-0.485741
Ind681	27	S	0	3.4563	5.46507	11.1858	18.7952	1.19516	-0.213386	1.42187	-0.0592285	-0.621439	0.366996
Ind682	27	S	0	10.9052	14.8112	16.9244	18.4415	0.643305	-0.315691	0.927595	-0.218512	0.516083	0.0468594
Ind683	27	S	0	14.6631	14.7854	21.0214	31.0541	0.978736	0.0412488	-0.195847	0.0217384	-1.05172	0.508092
Ind684	27	S	0	0.557112	11.9885	12.2303	13.9173	1.04787	-0.528376	2.8822	0.521262	1.30557	0.325768
Ind685	27	S	0	8.02847	17.8029	26.0638	42.9327	-0.693528	1.23428	1.30044	-0.26052	1.24584	-0.17848
Ind686	27	S	0	17.883	26.3065	27.8925	30.6118	-0.293221	0.0586828	0.308368	-0.941669	0.967013	-0.874417
Ind687	27	S	0	3.92267	7.92192	16.046	17.5292	1.195	-0.137088	1.13497	0.218501	0.383227	-0.226753
Ind688	27	S	0	11.2809	11.3313	20.9795	33.5002	1.02926	-0.855993	0.449573	-0.282186	0.974829	-1.05198
Ind689	28	E	1	no	0.0169635	0.0791218	0.451216	1.15332	0.135777	0.348768	0.436595	-2.11867	-1.43825
Ind690	28	E	1	no	0.282707	0.605006	0.663245	-0.760296	0.264046	0.725808	-0.432391	-0.272057	-2.48431
Ind691	28	E	1	no	1.64942	1.96722	3.56409	0.732069	0.686224	1.02053	0.276178	-0.683215	-0.276601
Ind692	28	E	1	no	0.112829	0.407799	1.64226	0.38337	-0.156503	0.787533	0.475844	-0.519295	-1.06702
Ind693	28	E	1	no	0.73303	1.32108	4.22781	0.308918	-0.802994	0.7282	-0.201524	-1.44519	-0.243649
Ind694	28	S	0	7.38262	7.94961	9.81536	10.8747	2.56091	0.468973	1.27272	0.973055	-1.3272	0.332578
Ind695	28	S	0	5.25665	6.19169	6.62085	68.9146	1.00293	-1.71591	1.75935	-0.975891	-0.4593	1.20212
Ind696	28	S	0	6.11602	7.78769	14.1019	20.0734	1.13881	-0.189197	0.62393	0.665315	-0.798585	0.260155
Ind697	28	S	0	4.66384	4.89321	6.57916	6.66953	-0.30626	1.92053	1.40754	-0.441007	-0.646419	-1.46985
Ind698	28	S	0	0.592648	1.55842	10.5221	15.6924	1.0591	0.605638	0.769291	1.20101	-0.278959	0.0221614
Ind699	28	S	0	59.7794	65.3666	78.4952	83.9874	-0.646755	-0.196644	0.882199	-1.37552	-0.24191	1.60168
Ind700	28	S	0	1.85687	3.39099	3.89908	11.6322	0.874803	0.0140045	2.28795	1.45784	-0.0489131	-0.691093
Ind701	28	S	0	2.00314	4.08618	10.817	14.4621	-0.265149	1.2436	1.09147	-0.488976	0.842879	-1.67407
Ind702	28	S	0	2.22216	3.13852	4.00927	5.05381	-0.336515	1.49491	1.74701	0.272055	0.0800298	-0.858346
Ind703	28	S	0	3.46032	5.74919	13.5409	13.993	0.300644	-0.156304	1.44915	0.764663	-0.137302	0.301216
Ind704	28	S	0	1.75036	1.91717	1.9307	1.98828	1.89216	-0.518194	1.17728	-0.155429	-0.614804	-1.59496
Ind705	28	S	0	9.94384	11.2574	12.5098	26.5594	1.88587	-0.989791	0.380884	-1.00503	-0.0769878	-0.797924
Ind706	28	S	0	6.6499	7.77386	9.00514	26.3924	0.0543887	-0.217865	-0.357243	-0.970288	-0.181667	0.585972
Ind707	28	S	0	0.527303	243.292	339.963	442.277	1.45056	-0.857607	1.41691	1.01092	0.971022	2.35191
Ind708	28	S	0	3.03052	6.44248	23.4205	72.2247	1.27069	-0.413826	-0.148601	-0.924281	0.316593	0.821958
Ind709	28	S	0	41.3706	41.5436	42.0857	61.3438	0.610733	0.742002	-0.943376	-0.631625	-0.364318	-0.0831013
Ind710	28	S	0	1.95107	5.18753	13.2691	56.61	-0.422922	1.51407	-0.295831	1.25857	0.393664	0.388995
Ind711	28	S	0	7.46689	10.9061	13.5857	45.4363	-1.88477	0.433894	-2.14037	0.649397	0.278166	-0.366723
Ind712	28	S	0	no	no	no	no	0.328621	0.936098	-1.53012	-0.274108	-0.607609	0.4523
Ind713	28	S	0	6.51432	6.56607	7.40265	9.48022	0.915634	1.81383	-0.451122	0.533554	-0.0787658	-1.62252
Ind714	29	E	1	no	0.477949	1.60274	4.19236	2.06158	0.363886	-0.0524485	-0.164935	-1.42563	-0.231632
Ind715	29	E	1	no	0.860659	1.19262	2.26157	0.34607	0.578664	1.32842	0.596294	-0.74168	0.886163
Ind716	29	E	1	no	0.0813739	1.10079	3.07014	0.860348	1.31298	0.705958	1.15562	-1.35092	-0.430144
Ind717	29	E	1	no	0.0389974	0.601512	0.74712	-0.700014	-0.660081	0.835236	-1.09087	-0.760684	0.364388
Ind718	29	E	1	no	1.24504	1.38158	2.03633	-0.910037	-1.1174	0.167532	0.503358	-0.553508	0.0556921
Ind719	29	S	0	2.31029	15.4745	20.5268	25.7725	1.18189	0.26584	1.20263	-0.697764	0.263709	0.809532
Ind720	29	S	0	1.42573	2.70065	4.01892	8.94379	0.810737	-2.12183	0.590888	-0.0958748	-0.989505	0.249693
Ind721	29	S	0	1.76394	7.39641	14.2382	25.6207	-0.869758	-0.0641742	1.07144	0.178479	0.109726	0.379219
Ind722	29	S	0	0.586477	6.79349	8.78245	37.3562	0.871274	0.86384	0.365178	-0.322794	-0.253294	0.830186
Ind723	29	S	0	2.25089	2.53317	6.76708	8.33532	-0.232399	-0.43251	0.497019	-1.18057	-0.439184	0.621994
Ind724	29	S	0	2.15351	2.93273	19.7189	20.7649	-1.66441	0.0755399	-1.00851	0.139082	-0.294735	0.615231
Ind725	29	S	0	1.36748	4.67137	8.2845	12.2749	-1.27988	0.945295	-0.894879	0.192606	-0.511458	0.0181895
Ind726	29	S	0	2.24246	5.21852	10.6497	18.6285	-1.84848	-1.84237	-1.8493	0.0571263	-0.569206	0.782673
Ind727	29	S	0	1.60784	6.17962	11.8519	14.1016	-3.34004	0.568151	-1.3387	1.38534	0.259152	-0.430761
Ind728	29	S	0	9.05312	9.08176	9.21503	10.2345	-1.63159	-0.776444	-1.20424	-1.98968	-0.484612	-0.983402
Ind729	29	S	0	9.57587	17.3265	124.636	138.572	-0.15247	-0.625994	-0.172366	-0.379019	0.826012	1.55911
Ind730	29	S	0	0.662745	1.52791	1.57345	5.16433	3.37278	-0.280584	1.64896	0.822773	-0.539132	0.229712
Ind731	29	S	0	0.57476	5.95736	18.1789	21.5909	1.66947	1.74571	1.14676	-0.215674	0.166207	0.31948
Ind732	29	S	0	2.03489	28.5049	30.7437	31.8137	-0.652307	0.247077	-0.131439	0.664235	1.20703	0.45349
Ind733	29	S	0	0.518674	1.04091	4.09508	20.5918	2.77359	0.107406	1.80868	-0.152263	0.67511	0.0978029
Ind734	29	S	0	1.59978	3.77912	5.13686	18.205	0.661052	-0.573016	-1.2176	1.28894	-0.969511	1.06081
Ind735	29	S	0	1.49621	1.83422	1.98859	2.72422	0.946437	1.02008	0.0107066	0.62674	-0.419929	-1.10906
Ind736	29	S	0	no	no	no	no	-1.23619	0.989328	-1.47339	-0.853869	-0.651494	-0.315266
Ind737	29	S	0	1.55828	1.75989	2.95376	12.4291	0.739034	0.137826	0.757759	-0.561209	-0.0797756	-0.0757695
Ind738	29	S	0	2.84057	9.56882	11.9264	16.2998	0.751785	0.00616178	-0.153281	-0.466125	0.33035	-0.21357
Ind739	30	E	1	no	0.407681	0.938503	4.90061	0.525007	-1.74046	0.897699	-0.183833	-1.41865	0.148899
Ind740	30	E	1	no	0.00386578	0.3688	0.604554	0.535223	-0.113181	0.0875133	0.584138	-1.7334	0.967295
Ind741	30	E	1	no	0.0387736	0.0999343	1.09681	0.340072	1.62925	0.459438	-0.661954	-0.87245	-0.931869
Ind742	30	E	1	no	0.858532	6.42334	14.1094	-0.232524	0.490463	0.703768	-0.265657	-0.157704	0.270643
Ind743	30	E	1	no	1.07004	1.82808	3.38119	0.759262	3.30398	0.457422	0.312786	-0.499859	-1.00249
Ind744	30	S	0	1.26064	10.8063	14.515	30.9376	-0.206375	-0.128057	-0.270652	0.441801	-0.761513	0.544158
Ind745	30	S	0	12.0378	20.7153	40.0131	63.3989	-0.937147	-1.53988	-0.506998	-1.68007	0.0328525	0.987602
Ind746	30	S	0	no	no	no	no	-0.64778	0.909134	-1.44798	-0.173591	-0.814328	-1.72895
Ind747	30	S	0	1.1087	1.44555	2.44041	4.11011	-1.35874	1.95334	-1.23385	0.264981	-1.54321	-0.410291
Ind748	30	S	0	2.28508	2.4161	35.7141	39.3333	0.690933	-0.412472	-0.361348	-0.825142	-0.487723	1.62719
Ind749	30	S	0	2.20734	6.208	6.77738	18.2099	-0.115194	-1.93269	1.15685	-0.997081	-0.112943	0.215002
Ind750	30	S	0	1.87246	8.80731	9.46165	14.8696	0.854993	-1.26065	2.43687	-2.00882	0.855044	-0.628163
Ind751	30	S	0	2.92028	7.18984	14.1235	19.5967	-2.71	-0.607525	-0.216612	-0.724399	0.598178	-0.19845
Ind752	30	S	0	1.25265	5.21738	24.2487	100.94	1.07431	-1.69771	2.03451	-1.17166	0.218884	1.76005
Ind753	30	S	0	0.163533	0.753159	6.39184	14.1901	0.0311489	-0.213564	1.26679	1.00451	-0.0981982	0.442084
Ind754	30	S	0	0.937301	1.0513	5.10601	14.0874	-1.23316	-1.12032	0.835667	-1.00623	0.347885	-0.727752
Ind755	30	S	0	2.71493	17.689	25.2377	50.0744	-2.75619	-0.0217206	0.282785	-1.13645	0.857206	0.692506
Ind756	30	S	0	1.25786	2.26906	28.3639	33.6572	-0.291941	0.235102	1.76777	-0.5817	0.59091	-0.0769563
Ind757	30	S	0	2.11266	18.3521	20.6585	24.7789	-1.74458	-1.19017	-0.162573	0.692726	0.143602	0.66673
Ind758	30	S	0	1.58071	5.06293	6.20781	33.282	-0.932998	0.155963	0.855884	-1.19848	-0.0355212	0.218469
Ind759	30	S	0	10.4062	11.7898	11.9081	12.2009	1.18398	2.05862	-1.22899	-0.110322	-0.850124	-1.46692
Ind760	30	S	0	no	no	no	no	1.27679	1.67554	-0.267841	-1.35745	-0.591114	0.0905438
Ind761	30	S	0	0.768016	0.90878	0.9501	1.32728	0.275329	0.830475	-0.0835054	1.15533	-1.21486	-1.21782
Ind762	30	S	0	21.529	28.3507	33.5455	33.8496	1.53191	-0.543454	-1.45706	0.44481	-1.18944	1.37179
Ind763	30	S	0	no	no	no	no	1.19411	0.326737	-0.603567	-0.76174	-2.21304	-0.314181
Ind764	31	E	1	no	1.92241	1.99562	2.9086	0.0986431	1.04291	-0.0536626	1.68592	-0.566341	-0.650987
Ind765	31	E	1	no	0.455549	5.57971	5.76535	-0.287726	-1.17442	1.2298	1.34621	-1.62702	1.59751
Ind766	31	E	1	no	0.518831	2.08971	3.14129	0.968379	1.96354	1.33563	1.35564	-1.09517	-1.29068
Ind767	31	E	1	no	0.202023	1.74725	2.65745	0.688051	1.64092	0.819484	0.525765	-0.706358	0.370857
Ind768	31	E	1	no	0.234241	1.09066	4.97076	0.2044	0.931946	-0.569696	0.745874	-1.03713	0.297096
Ind769	31	S	0	1.03166	1.18231	1.22757	1.52982	-0.262354	-0.181151	0.215225	0.681453	-0.885218	-1.30024
Ind770	31	S	0	84.7187	85.9338	97.4731	113.775	-2.11695	0.227092	-0.74865	0.619073	-0.212251	-0.39188
Ind771	31	S	0	no	no	no	no	-0.762436	-2.08031	-0.785744	-2.0161	-0.229518	1.46588
Ind772	31	S	0	1.06363	1.8604	2.33945	3.60514	-1.3737	0.0815001	-0.143239	0.171471	-0.73468	-1.07439
Ind773	31	S	0	1.98253	6.72821	8.14087	23.5609	0.62302	-1.1714	0.281918	0.948646	-0.235278	0.539952
Ind774	31	S	0	2.13124	3.8428	5.11775	9.3236	-0.19562	0.0761435	1.09378	-0.257103	0.0947226	0.200368
Ind775	31	S	0	6.16623	11.5297	15.4294	18.9056	-1.23258	0.53247	0.71815	-0.160702	1.02241	0.165319
Ind776	31	S	0	no	no	no	no	-1.51228	-1.01879	-0.474436	-2.28976	1.12339	-0.36736
Ind777	31	S	0	0.560389	3.28267	4.50917	8.2573	1.94168	1.04275	-0.101604	2.09234	-0.148279	-0.538875
Ind778	31	S	0	0.5322	7.27832	9.51595	16.6631	1.96834	-0.680318	1.02091	-0.561865	-0.0111891	0.0367337
Ind779	31	S	0	no	no	no	no	1.12197	-1.14144	-0.840359	-0.686551	-1.26283	0.142486
Ind780	31	S	0	0.772955	1.39537	1.42554	1.79858	0.22359	0.942677	0.196343	-0.889737	-1.34204	-0.489928
Ind781	31	S	0	1.60224	6.95253	9.51226	11.7969	0.770619	0.0737707	0.15978	0.703703	0.403324	-1.07915
Ind782	31	S	0	0.286574	0.638659	1.40308	1.69062	0.0133714	-0.82168	-0.856203	0.665085	-0.156358	-1.19622
Ind783	31	S	0	1.07252	3.48457	7.36405	8.86521	0.0558532	0.125127	-0.981225	1.85274	-0.0574422	0.464501
Ind784	31	S	0	3.94134	6.25486	6.81755	11.1838	-0.554282	1.09548	0.384815	0.556346	1.37155	-0.819803
Ind785	31	S	0	2.26961	7.91706	10.6726	12.3377	-0.553081	0.685369	-0.442088	1.4977	0.758221	-0.469004
Ind786	31	S	0	2.81713	3.22961	7.01283	17.6712	-0.457056	-0.297296	1.2695	-1.24709	0.763047	-0.553382
Ind787	31	S	0	0.387683	43.5552	46.5641	94.8996	-0.348967	1.39516	0.856094	1.06797	0.80214	0.805597
Ind788	31	S	0	0.798772	1.79302	2.57033	3.08661	0.101791	-0.467362	1.53043	-0.749121	0.682037	-1.85603
Ind789	32	E	1	no	1.15847	1.23282	2.14773	0.0875706	-0.727609	1.24239	0.768055	-1.24191	-0.786549
Ind790	32	E	1	no	3.35005	4.37888	12.2226	0.675102	0.35417	0.468355	0.243524	-0.443194	0.830776
Ind791	32	E	1	no	0.0525657	0.30061	0.686463	1.17488	0.320379	0.131192	0.161003	-1.28051	-1.56643
Ind792	32	E	1	no	0.0983373	0.566961	0.612933	-0.560602	1.18396	0.44097	-0.284346	-1.30266	-0.990589
Ind793	32	E	1	no	0.385472	3.49693	8.12672	0.252608	0.739806	0.0931461	1.0004	-1.55694	0.460416
Ind794	32	S	0	no	no	no	no	0.265719	-0.853917	-0.548486	-1.06086	0.360142	-0.587236
Ind795	32	S	0	no	no	no	no	-0.447847	-0.749011	-0.837429	-0.965276	0.2096	1.5225
Ind796	32	S	0	58.2255	63.0768	82.7744	109.468	-0.345205	-0.952129	-1.33675	-0.381889	-0.025009	1.53751
Ind797	32	S	0	no	no	no	no	0.979278	0.197675	-1.74121	-0.691165	-0.778977	-0.218018
Ind798	32	S	0	no	no	no	no	0.0591484	-0.214101	-1.87024	0.935591	1.10174	1.49973
Ind799	32	S	0	108.307	110.009	110.362	112.957	-0.0992249	0.093421	0.184777	-0.499113	-0.156813	0.151099
Ind800	32	S	0	135.56	135.801	136.006	137.642	-0.387765	-0.708224	0.0207473	0.129411	-1.87196	-0.654533
Ind801	32	S	0	4.55934	6.07354	7.17061	8.01715	0.906604	-1.01402	0.329221	-0.664126	-1.56433	1.39163
Ind802	32	S	0	2.99555	4.45609	5.09962	6.80559	0.715071	0.161296	0.664208	0.869155	-1.03706	-0.0709056
Ind803	32	S	0	5.14565	9.35929	9.88565	13.9861	0.186178	-1.37473	0.110181	0.146339	-0.776579	0.274261
Ind804	32	S	0	3.25271	5.39672	32.7248	84.5732	-2.7171	0.434432	1.29036	0.446584	0.462122	1.27282
Ind805	32	S	0	14.8106	32.4303	58.1937	210.39	0.227906	-2.27837	1.00113	-1.85582	1.2034	0.759517
Ind806	32	S	0	5.03349	5.5769	5.68054	8.35508	-0.388173	0.216812	0.552105	0.420876	0.291714	-0.546176
Ind807	32	S	0	2.84964	4.43595	4.98669	6.10316	0.599967	0.768245	1.27915	0.727352	0.969628	-0.45029
