ID	Group	Init. Comp.	Donor	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind0	NA	NA	0	NA	NA	NA	NA	1.16134	-0.453079	1.29151	1.02299	-0.254267	0.334771
Ind1	NA	NA	0	NA	NA	NA	NA	-0.360902	0.903924	-1.30162	-0.11444	-0.114863	-0.700909
Ind2	NA	NA	0	NA	NA	NA	NA	1.49113	0.429093	0.283039	0.388539	-0.402748	0.700924
Ind3	NA	NA	0	NA	NA	NA	NA	1.78663	-1.24326	1.89694	0.0685118	1.00057	-1.25545
Ind4	NA	NA	0	NA	NA	NA	NA	-0.822487	-0.0310995	-0.0869714	-1.06533	0.387176	-0.212845
Ind5	NA	NA	0	NA	NA	NA	NA	0.111241	0.427802	-1.06458	0.610898	-0.0378391	-0.368233
Ind6	NA	NA	0	NA	NA	NA	NA	0.583135	-1.46915	-0.843009	-0.926183	-0.235899	0.465078
Ind7	NA	NA	0	NA	NA	NA	NA	0.744279	2.1884	0.66378	0.518627	-0.112873	-1.27973
Ind8	NA	NA	0	NA	NA	NA	NA	0.429946	-0.66815	-0.257348	0.255377	-1.24368	-1.59852
Ind9	NA	NA	0	NA	NA	NA	NA	0.515556	0.264892	1.33899	0.999438	0.864963	-0.522926
Ind10	NA	NA	0	NA	NA	NA	NA	-0.807966	-0.470069	-1.54581	-0.0720994	0.377633	0.148584
Ind11	NA	NA	0	NA	NA	NA	NA	2.37059	0.193052	1.40693	-0.317239	-1.54055	0.620759
Ind12	NA	NA	0	NA	NA	NA	NA	-0.396782	0.681139	-0.757516	-1.1037	0.453227	0.240433
Ind13	NA	NA	0	NA	NA	NA	NA	-0.443542	-0.44075	-0.136374	-0.890363	-0.894298	-0.278329
Ind14	1	E	1	no	0.0988488	0.938973	1.26896	0.730713	0.227717	-0.148527	-0.685233	-0.766385	-0.110865
Ind15	1	E	1	no	0.173125	14.4	14.948	0.126711	0.894245	-1.0458	0.900725	-0.445699	0.603461
Ind16	1	E	1	no	0.174531	0.294216	1.1613	-1.01876	1.33131	0.357496	-1.00358	0.0603531	-1.80637
Ind17	1	E	1	no	4.18222	14.7821	47.0968	1.043	-0.603992	0.538249	0.0845613	0.0781958	1.21634
Ind18	1	E	1	no	0.910101	9.9724	15.9552	-0.00323287	2.0378	-0.695136	-0.508175	0.82595	-0.212005
Ind19	1	S	0	0.868117	0.97279	1.34986	1.78857	1.66569	-0.13409	1.70829	-1.28259	-0.890566	-0.579358
Ind20	1	S	0	2.12721	3.1509	5.41842	6.48555	1.7637	0.0497488	1.76775	-0.805738	-0.408792	-0.178531
Ind21	1	S	0	0.971045	1.79838	3.94977	4.92945	1.36382	0.84	2.37876	-0.34478	-0.278244	-0.589538
Ind22	1	S	0	1.2452	1.27675	1.9683	2.106	0.678939	0.886213	0.641959	0.0116795	-0.00986077	-1.51829
Ind23	1	S	0	1.96277	17.8677	31.2832	99.2108	1.75805	-1.50779	1.19521	0.999266	-0.4875	2.17871
Ind24	1	S	0	2.10027	4.85608	14.4521	18.2163	-0.278285	0.108244	2.00147	-0.360806	1.32372	-0.953111
Ind25	1	S	0	0.562312	3.04643	4.05918	11.5638	1.47797	0.963983	2.09465	0.381808	0.0832666	-1.0247
Ind26	1	S	0	2.31053	3.62883	6.07324	10.4312	-0.45221	0.589075	1.25764	-0.595896	-0.722669	-0.568948
Ind27	1	S	0	9.02622	21.2721	32.2245	100.735	-1.53256	-1.0156	1.07897	-1.08059	0.582134	1.34057
Ind28	1	S	0	no	no	no	no	-0.666045	0.564649	0.44149	-1.36823	0.19563	-0.696584
Ind29	1	S	0	3.2343	9.00378	12.2913	13.3377	0.540521	1.20475	-0.0379987	0.920342	0.733392	0.25511
Ind30	1	S	0	1.9024	2.82744	3.24204	4.046	0.0949409	-1.21965	-0.0921312	0.791719	0.761469	-0.590042
Ind31	1	S	0	6.12089	70.8334	80.1516	121.366	1.59911	-2.20613	0.253779	0.226705	0.429244	2.10666
Ind32	1	S	0	15.6441	54.5794	74.4357	92.3129	0.553939	0.672677	-0.740254	-0.374641	0.389075	0.589047
Ind33	1	S	0	4.64827	7.28052	10.4386	16.6254	0.530633	-0.310302	0.195098	-0.00122595	-0.0441794	-0.39635
Ind34	1	S	0	no	no	no	no	0.697314	-0.52938	-1.05819	-1.81991	-1.41204	0.268588
Ind35	1	S	0	13.225	15.1562	15.417	23.682	-1.43209	-1.98993	-1.96757	0.405886	-0.405058	0.37443
Ind36	1	S	0	5.62853	44.2751	125.479	135.433	0.810242	-1.74819	-0.325384	0.833529	-0.865596	2.24608
Ind37	1	S	0	34.4549	37.4998	40.3203	40.903	1.42592	-0.815179	-0.928721	0.205721	-0.792411	0.750975
Ind38	1	S	0	3.14136	6.72046	11.1558	11.3178	-0.118082	-0.185564	-1.09217	-1.6078	-0.168185	-0.113094
Ind39	2	E	1	no	9.5624	10.5489	13.0074	-0.171883	0.206892	-0.489854	-1.0877	0.788986	-0.648046
Ind40	2	E	1	no	18.6539	21.4889	36.8284	0.0531951	-0.0547986	0.829598	1.12564	0.13054	0.997351
Ind41	2	E	1	no	0.664731	10.7435	37.035	1.63766	-0.806363	0.489023	-0.178259	0.544046	0.773867
Ind42	2	E	1	no	2.10262	21.2607	22.0315	-0.592541	-0.532062	-1.11033	1.46562	0.619879	0.485507
Ind43	2	E	1	no	0.745383	1.95881	2.87431	-0.0394892	1.54142	0.184956	0.0122662	-0.190698	-0.305319
Ind44	2	S	0	15.6407	15.6755	15.8658	15.8913	-1.22663	0.252094	-0.323964	-0.820493	-0.540013	-1.90465
Ind45	2	S	0	6.34701	7.21229	7.95216	10.1032	-0.275796	-0.0781323	1.16772	0.635759	-1.1957	-0.293135
Ind46	2	S	0	3.95345	4.17526	4.78667	8.66861	1.4737	-0.318389	1.41746	-1.85641	-0.797512	-0.179767
Ind47	2	S	0	4.75687	6.27104	6.74548	7.79445	0.304855	-0.332622	0.40612	0.305889	-0.699939	-0.202437
Ind48	2	S	0	32.5789	35.4429	38.6809	193.848	-0.112966	-0.266585	0.358327	-1.37849	0.0580286	1.47759
Ind49	2	S	0	19.8213	154.743	225.357	254.393	-2.13862	-2.12962	-0.317606	0.210021	0.38388	2.40923
Ind50	2	S	0	9.07269	11.2486	11.437	14.0183	-1.63459	0.0372912	-0.521064	0.103891	0.337776	-0.962111
Ind51	2	S	0	1.37434	8.95074	11.0617	14.0517	-2.75314	1.14869	0.242039	1.817	0.170485	0.165573
Ind52	2	S	0	2.74795	14.8583	40.4286	86.3819	-0.881289	0.49682	-0.365002	0.144953	0.812944	0.0936777
Ind53	2	S	0	35.2272	37.0523	40.0912	41.0341	-1.94562	0.495248	-0.273724	-1.91631	-0.686184	0.308828
Ind54	2	S	0	24.7538	27.368	60.4241	64.8745	1.00625	-0.319974	0.628219	-0.266681	0.591376	0.291715
Ind55	2	S	0	1.48704	4.81792	22.3511	28.7932	1.2069	-0.959408	1.07186	0.879048	1.12001	0.182891
Ind56	2	S	0	4.83184	18.9291	22.9869	37.6877	1.45602	-0.254355	1.6526	0.498761	0.411953	0.348472
Ind57	2	S	0	1.44116	4.26592	7.41244	68.5489	1.72043	0.545796	2.19509	0.102232	0.367348	0.48353
Ind58	2	S	0	2.15228	19.3174	34.6528	79.2407	1.54373	-0.907688	1.32646	-0.442733	0.434045	0.168361
Ind59	2	S	0	29.9107	30.2117	30.8673	30.9382	-0.646308	-0.123824	-0.327639	-1.81119	-1.01418	-0.334375
Ind60	2	S	0	8.06194	10.1807	12.4599	18.6696	1.79228	-1.45042	-0.186608	-0.8586	-2.1824	1.20428
Ind61	2	S	0	3.87336	4.3243	4.87522	5.82408	0.67905	-1.1099	1.33311	-0.315697	-0.711905	-0.054603
Ind62	2	S	0	5.9673	6.77264	7.35959	9.00825	1.25833	0.533831	0.670145	0.164793	-0.564629	-0.603261
Ind63	2	S	0	1.06867	1.44219	8.17324	14.8069	1.08662	-0.275751	1.5115	0.367694	-0.0577437	0.38794
Ind64	3	E	1	no	6.59098	18.828	41.2206	0.400789	-0.117982	-0.0732993	-0.475815	0.71182	1.16356
Ind65	3	E	1	no	21.1574	30.3591	86.7401	0.32246	-1.16	0.499989	-0.00883178	1.46791	0.827641
Ind66	3	E	1	no	0.410396	3.38446	11.29	2.88865	0.969133	-0.740045	0.274125	-0.433375	-0.207083
Ind67	3	E	1	no	0.311593	0.410072	0.503832	-0.189806	0.55663	0.0724722	0.740836	0.794881	-2.16545
Ind68	3	E	1	no	7.58669	9.67942	17.033	0.132737	-0.888724	-0.161253	-0.67211	0.367635	0.220731
Ind69	3	S	0	2.30461	3.27513	4.1275	6.47559	-0.701946	-1.25329	-0.456973	0.415578	-1.17355	-0.257397
Ind70	3	S	0	135.491	135.749	140.239	149.049	-0.653546	-1.09709	-1.16389	0.281679	-0.884908	0.473305
Ind71	3	S	0	1.35295	1.7791	2.10523	2.18302	-0.581141	-0.0481107	-0.262492	0.548151	-0.994002	-1.13257
Ind72	3	S	0	0.376175	1.63099	17.2883	31.3929	-0.476158	-0.773224	-0.919981	0.152504	-0.456577	0.485381
Ind73	3	S	0	0.435043	0.470238	0.838275	0.942134	1.42129	0.461876	1.26655	-0.13954	-1.16129	-1.75278
Ind74	3	S	0	0.440925	11.7534	18.6517	29.7673	1.40208	0.477763	2.09408	1.21842	0.529247	0.958866
Ind75	3	S	0	0.889399	0.997571	1.19586	2.41777	-0.394728	1.53552	1.51863	-0.400295	0.780663	-2.67336
Ind76	3	S	0	0.940856	2.51104	2.70604	6.00772	0.0145904	0.505116	0.139466	0.056802	0.317861	-0.476434
Ind77	3	S	0	0.41339	0.604028	3.73834	13.4038	2.17718	-0.94755	1.99909	2.08276	0.307664	-0.384096
Ind78	3	S	0	0.519044	0.912245	1.05699	6.23035	0.720272	0.170366	1.15686	0.577821	0.429756	-0.638986
Ind79	3	S	0	0.534925	31.4643	142.579	217.831	-0.738998	0.403827	2.68823	-0.516134	1.71195	2.07953
Ind80	3	S	0	0.601545	1.28609	1.44706	1.94739	-1.26131	2.22292	1.04424	1.24436	0.306147	-2.33585
Ind81	3	S	0	0.492092	4.3934	5.01584	12.983	-0.537316	0.860835	1.75631	0.351796	0.443096	-0.235898
Ind82	3	S	0	0.831476	2.91763	5.5691	44.401	-0.497199	0.0159325	1.52596	-1.0435	0.41856	0.299597
Ind83	3	S	0	0.476769	2.61656	5.56063	6.49214	-2.32816	1.51266	0.994607	0.500124	0.855388	-0.420688
Ind84	3	S	0	7.15113	8.79847	9.78261	12.5227	0.73781	1.54389	-1.4278	-0.210918	-1.4718	-0.0501873
Ind85	3	S	0	2.45412	3.80091	34.5356	41.1133	0.358781	0.0912158	-1.8226	0.652964	-0.251948	1.15187
Ind86	3	S	0	0.44983	2.51769	5.50657	7.52063	-0.00977065	-1.63723	-0.901238	1.45112	-0.848047	0.707076
Ind87	3	S	0	2.53799	2.8973	3.11086	3.50641	0.464153	1.23297	0.240813	-0.248952	-0.967965	-1.00732
Ind88	3	S	0	6.07543	22.3262	24.7218	26.2796	-0.417397	0.369131	-1.25112	-1.38552	-0.745579	1.36387
Ind89	4	E	1	no	0.994896	1.91793	4.73258	0.383713	-0.965263	-1.02881	-0.145378	0.628237	-0.806152
Ind90	4	E	1	no	2.2258	12.7551	26.7997	0.268197	-0.480486	0.557108	-0.958406	0.648632	0.45272
Ind91	4	E	1	no	12.8769	48.0953	53.1169	-0.373726	-0.0504512	0.483978	-0.977411	0.188994	1.02456
Ind92	4	E	1	no	17.5667	149.531	634.879	-2.06503	0.677834	-1.35848	-0.625038	1.4179	2.02603
Ind93	4	E	1	no	0.812404	1.1214	2.53438	-0.811735	1.26217	-0.102474	-0.726246	-0.304195	-0.404034
Ind94	4	S	0	241.282	245.32	259.994	264.299	-0.166132	0.037738	0.457264	-0.61965	0.434691	0.741958
Ind95	4	S	0	350.439	352.684	353.996	354.259	0.40135	-1.5331	-0.777831	-1.15873	-0.603693	-0.0134403
Ind96	4	S	0	21.9574	23.0186	24.6889	24.7077	-0.924443	0.00641246	-0.684871	-0.428006	-0.994871	0.452283
Ind97	4	S	0	10.0734	12.3806	13.577	53.5146	1.36071	0.113615	0.921613	-0.389151	-0.125243	0.34051
Ind98	4	S	0	202.81	208.086	215.604	225.513	-1.6077	-0.288387	-1.66249	-0.241828	0.646599	0.14297
Ind99	4	S	0	20.8068	22.4422	22.8849	34.78	0.390407	-0.819401	0.452216	-0.268895	0.206141	-0.306328
Ind100	4	S	0	26.1043	31.6715	44.5224	89.6552	1.33899	-1.26398	0.895623	-0.907991	0.210683	1.32426
Ind101	4	S	0	84.6938	93.9599	95.3901	154.606	-1.26785	0.0328616	0.0313118	-1.40914	0.94918	0.916886
Ind102	4	S	0	46.2756	60.6147	76.4833	92.4064	-2.43649	0.900723	0.189368	-0.765289	0.715971	-0.0623368
Ind103	4	S	0	258.144	290.376	301.671	425.755	-2.61781	-0.717959	-1.32128	-0.639681	1.08307	0.354024
Ind104	4	S	0	240.266	240.279	240.571	240.661	-0.476775	-0.00544454	-1.8249	0.939476	-0.902146	-1.10372
Ind105	4	S	0	47.9045	48.0429	48.2106	49.4046	-2.85714	1.2606	-1.0499	-0.503982	0.0655399	-1.20182
Ind106	4	S	0	8.66844	8.80422	9.06364	10.6703	1.12433	-0.137234	0.810337	-0.862149	-0.325616	-1.04247
Ind107	4	S	0	14.1086	14.4467	15.2043	15.44	0.771453	0.815479	-0.432221	0.64496	-0.498657	-0.459035
Ind108	4	S	0	20.3767	43.1832	57.8735	58.2168	-0.189759	0.0849324	0.133108	0.29576	0.473507	0.586047
Ind109	4	S	0	19.3076	21.5538	27.7742	39.3131	-0.600858	-1.31084	1.09953	0.308664	1.77252	-1.95825
Ind110	4	S	0	8.25525	21.8602	28.1669	107.147	-1.33862	0.655833	0.391498	1.13909	1.10765	0.639055
Ind111	4	S	0	9.03138	13.8229	38.421	39.3493	0.300688	-1.45442	1.69833	0.180908	1.10303	-0.0483417
Ind112	4	S	0	22.472	217.235	320.953	557.044	-0.272194	-1.46497	0.63554	-1.37003	1.29986	1.29614
Ind113	4	S	0	4.70383	7.36065	15.24	23.3456	-0.73836	0.903505	0.534645	1.78864	0.977425	-0.958097
Ind114	5	E	1	no	1.34922	12.2198	24.5188	-0.873432	-0.496495	-0.0152344	-1.0795	-0.360029	1.34865
Ind115	5	E	1	no	22.8031	36.7144	36.8637	-0.414509	-1.98506	-0.203859	-0.460338	-0.0533122	1.57651
Ind116	5	E	1	no	1.3393	8.83231	10.709	1.33613	1.29821	0.00893536	-0.0292171	-0.384559	-0.21544
Ind117	5	E	1	no	4.76449	27.8833	128.03	-1.37994	0.160469	-1.24157	0.330797	0.611539	1.00824
Ind118	5	E	1	no	5.91096	7.47389	11.146	1.46645	2.17526	-0.281328	-1.06116	0.435336	-0.330287
Ind119	5	S	0	1.84693	4.25416	8.0613	12.8149	2.05218	0.246812	0.0294866	2.67607	-0.367519	0.395241
Ind120	5	S	0	7.26783	8.71415	14.0286	36.9013	0.393594	-0.0363687	-1.01999	0.0335089	0.548749	-0.675551
Ind121	5	S	0	no	no	no	no	0.525061	-0.818886	-2.05652	-1.04944	0.365762	0.613866
Ind122	5	S	0	6.65941	7.47414	25.5172	59.5611	-0.401676	-1.76783	-2.46079	1.56994	-0.069938	1.42463
Ind123	5	S	0	8.10871	28.4214	59.6676	97.6287	-0.629453	-1.74815	-1.28125	-0.28735	0.990257	1.02071
Ind124	5	S	0	5.60548	6.00502	10.5336	10.5519	0.186953	-0.116141	0.218138	-0.361337	-0.796462	-0.330638
Ind125	5	S	0	2.47086	3.14479	4.08131	12.038	1.23447	0.248219	0.27382	0.616632	-0.641212	-0.159089
Ind126	5	S	0	4.51556	4.66656	5.64716	5.68491	1.2934	-0.541104	0.0109067	0.561711	-1.73808	-0.449987
Ind127	5	S	0	7.03566	7.41217	7.94811	8.8028	0.294319	-0.559007	-0.0234785	-0.632712	-1.67429	0.449881
Ind128	5	S	0	1.52471	3.50793	4.53947	12.4874	0.918019	-0.863488	0.832147	0.0880785	-1.14405	0.796881
Ind129	5	S	0	3.6622	4.39012	7.44362	9.07405	0.897495	0.99829	2.81237	-0.367568	0.101775	-0.76927
Ind130	5	S	0	8.66682	10.2894	40.0589	43.557	-1.69083	-1.4621	0.634667	-0.737775	1.20411	0.119973
Ind131	5	S	0	1.43215	2.24175	5.0772	6.17465	-1.33956	-0.37579	1.53451	-0.950008	0.418279	-0.385462
Ind132	5	S	0	4.65204	5.60715	6.80699	16.0929	0.263088	0.775201	0.985182	-0.740897	0.372895	-0.826891
Ind133	5	S	0	2.8374	10.2341	10.3634	11.1146	0.137028	-0.52061	0.549326	1.09992	0.70053	0.22894
Ind134	5	S	0	2.42363	4.00449	5.04213	17.2884	0.948107	0.094741	2.29386	-1.79341	-0.282579	-0.147899
Ind135	5	S	0	2.22412	2.46449	4.5674	18.0439	0.457587	-1.56483	0.721083	-0.889891	-0.506882	0.201538
Ind136	5	S	0	1.41839	1.75073	5.66105	6.4039	0.279032	-0.220685	1.77735	0.701045	0.216666	-0.199903
Ind137	5	S	0	5.96766	7.12643	10.1155	10.1455	-1.09912	-0.501218	0.489081	-0.539483	-1.12305	0.087284
Ind138	5	S	0	1.51198	5.26511	6.27268	22.9998	-0.425255	-0.998849	0.88247	0.850834	-0.518704	0.333701
Ind139	6	E	1	no	5.39788	8.60654	11.2273	-0.384184	0.851896	-0.169615	0.662418	0.306919	-0.773823
Ind140	6	E	1	no	6.55357	150.755	259.677	1.00294	-0.332355	-0.784062	0.282161	0.37928	1.90646
Ind141	6	E	1	no	11.0736	23.1991	60.7048	0.969663	0.16942	-0.15451	-1.79199	1.52314	0.668303
Ind142	6	E	1	no	8.28649	9.04001	10.5599	0.0082352	-1.20887	0.093321	0.0352792	-0.0853366	-0.201245
Ind143	6	E	1	no	2.01558	13.2733	43.5608	-0.95513	1.49957	0.195012	-0.215679	0.752013	0.135639
Ind144	6	S	0	27.1042	33.3539	41.9324	53.4518	-1.84026	-0.481277	1.67733	-1.40367	-0.419782	0.31245
Ind145	6	S	0	2.60672	4.59738	5.44945	6.05792	0.197497	1.3646	1.74167	2.03515	0.51194	-1.76577
Ind146	6	S	0	5.46574	6.94633	8.05024	12.2805	-0.139542	0.753961	2.57237	-0.451974	-0.0881039	-1.05109
Ind147	6	S	0	5.39187	10.1887	11.0236	22.4821	-0.116839	0.0730233	1.72439	-0.761893	0.0820669	1.01955
Ind148	6	S	0	8.29674	16.4652	24.8226	34.3532	0.993273	0.533271	1.8668	-0.414467	-0.430146	1.26949
Ind149	6	S	0	9.5419	9.65742	13.1303	33.8564	-0.885624	0.141039	-0.164548	-0.284688	-0.0286632	0.498331
Ind150	6	S	0	26.699	29.5121	36.8753	38.324	-1.4442	-0.509715	-1.13679	0.0690215	0.691412	-0.076187
Ind151	6	S	0	17.3563	18.3749	20.1799	27.2288	-0.436588	-0.452655	-1.20945	-0.0303819	0.00181522	0.45423
Ind152	6	S	0	33.3684	36.6277	40.6678	56.4247	-0.289791	0.557144	-1.19355	0.74024	-0.125825	0.43148
Ind153	6	S	0	153.847	175.584	176.235	240.408	0.693063	-0.190869	-0.807366	0.239413	-0.233663	1.42313
Ind154	6	S	0	14.1948	15.4151	17.6824	25.5381	0.115376	-0.606158	-0.79678	1.12133	-0.217466	0.235041
Ind155	6	S	0	177.504	177.799	179.13	182.26	-0.23607	0.0742826	-0.508568	-1.26997	-0.518624	-0.509629
Ind156	6	S	0	47.7502	50.162	68.5998	104.204	-0.802042	-2.08915	-0.672729	-0.583629	-0.238219	1.71496
Ind157	6	S	0	10.6743	11.963	14.5807	17.5581	-1.07815	0.511372	-0.89728	2.09908	-0.66601	-0.511625
Ind158	6	S	0	18.6274	18.9162	23.4548	24.6021	-0.805293	-0.368247	-0.0680654	0.0959167	-1.27813	-0.293459
Ind159	6	S	0	11.1671	11.3295	11.4242	13.8611	-0.729381	0.907879	-1.24334	1.05333	0.0405469	-1.61492
Ind160	6	S	0	11.6202	18.465	20.2788	42.455	0.499424	-0.321129	-1.64699	-0.239534	1.00249	-0.105179
Ind161	6	S	0	6.20254	6.97191	13.5011	28.415	-0.262912	-2.40647	-0.917151	0.668488	0.655702	0.632395
Ind162	6	S	0	237.52	244.678	245.435	295.764	-0.877684	-0.566435	-1.59372	0.510127	1.05602	0.562868
Ind163	6	S	0	11.3328	13.3466	14.0879	15.6616	1.17445	0.351617	-1.23943	1.44428	0.0890671	-1.10691
Ind164	7	E	1	no	2.46626	8.0928	11.7799	-0.217516	-0.379328	-1.15207	-0.0149222	-0.523911	0.792686
Ind165	7	E	1	no	1.30155	2.64246	4.55065	0.547105	0.341117	-0.659527	0.761929	0.174575	-0.540151
Ind166	7	E	1	no	0.298922	2.11952	4.94376	0.331137	1.16311	0.802339	0.344447	0.264073	-0.047272
Ind167	7	E	1	no	14.2494	19.4628	88.2908	1.06495	0.146986	-0.199252	0.404559	1.47468	0.0683386
Ind168	7	E	1	no	5.64775	9.72349	74.8032	0.511849	0.599001	0.423392	0.803311	0.940262	0.0304012
Ind169	7	S	0	34.0912	34.7034	34.9123	36.2536	0.114046	-0.972741	-0.0318455	-0.622497	-0.593308	-0.654146
Ind170	7	S	0	2.87991	2.8917	2.93034	3.20418	-0.985568	2.29779	-0.10376	0.6783	-0.570195	-1.55376
Ind171	7	S	0	0.412804	0.668048	1.09838	2.07089	0.547738	-0.11131	0.702781	0.543804	-0.460986	-0.970982
Ind172	7	S	0	1.22723	14.3028	24.9583	28.7313	1.11177	0.630033	-0.263102	-0.926593	-0.0414213	0.520666
Ind173	7	S	0	5.88015	8.44164	10.9519	20.8703	0.492212	-0.783837	0.310699	0.698547	0.0190765	-0.201211
Ind174	7	S	0	9.6572	13.0105	13.4805	18.9046	0.331058	0.26146	-1.11694	0.435994	0.414596	-1.07896
Ind175	7	S	0	10.9163	12.0243	18.1748	24.0281	0.42301	-1.18241	0.86017	-1.08757	0.877118	-1.0081
Ind176	7	S	0	35.4789	40.0002	52.8176	53.8562	-0.0653454	2.22845	-0.265106	-0.758085	0.721918	0.161868
Ind177	7	S	0	18.6349	20.1138	23.8012	43.9544	-0.0201782	0.2323	0.644143	-0.728511	1.37266	-0.702314
Ind178	7	S	0	6.29429	9.62491	10.631	12.6699	0.12962	-0.33334	-0.276608	1.20698	1.16661	-1.3518
Ind179	7	S	0	no	no	no	no	-1.86349	-0.896466	-0.368265	-2.32082	1.40976	0.935492
Ind180	7	S	0	23.5981	49.7384	53.1447	76.9093	-0.488405	0.777051	-0.45697	-1.27354	1.27444	-0.647035
Ind181	7	S	0	2.07645	5.11338	8.6399	14.554	-0.808939	-0.268411	0.239926	-0.0521454	0.646262	0.0727157
Ind182	7	S	0	29.9462	50.0584	157.471	170.756	-1.03816	-0.919961	-1.45703	-1.05912	0.672928	2.10304
Ind183	7	S	0	18.6221	41.6019	56.9988	125.34	-0.944187	-1.39643	1.03367	-1.44846	0.395062	1.15045
Ind184	7	S	0	0.820425	0.921823	1.93332	2.78148	1.1256	0.346907	-1.03857	-0.428638	-0.796452	0.372936
Ind185	7	S	0	no	no	no	no	1.25677	-0.0377836	-0.93682	-0.249307	-0.829399	0.250228
Ind186	7	S	0	15.2671	15.2861	16.4249	16.9899	0.905285	-0.017471	2.26402e-05	-0.17021	-0.706492	-0.240831
Ind187	7	S	0	18.7007	20.9349	23.5499	27.4449	0.389053	1.44131	-0.934952	-0.250155	-0.788831	-0.16322
Ind188	7	S	0	5.69351	8.89228	9.83159	12.8416	0.396474	-0.967756	-0.301152	0.78995	-0.355317	0.686702
Ind189	8	E	1	no	5.91389	11.5269	29.8382	-0.674152	0.529081	-0.844547	0.159909	0.78996	-0.186419
Ind190	8	E	1	no	2.5741	4.7397	5.4405	-0.896752	-0.363255	-0.534788	-1.14292	-0.0629923	-0.382597
Ind191	8	E	1	no	3.78609	3.94089	6.18091	0.812395	2.91314	1.16601	-0.468507	0.553756	-0.312081
Ind192	8	E	1	no	7.44166	14.8301	28.1552	-0.561045	0.301334	-0.523156	0.437616	1.02474	-0.888795
Ind193	8	E	1	no	0.979137	2.43259	2.84751	0.665699	-1.11038	-0.70302	-0.105398	-0.216937	0.267086
Ind194	8	S	0	4.37003	19.8485	29.4549	31.9737	-2.17705	1.94761	-0.587219	1.21838	0.850614	0.123903
Ind195	8	S	0	5.22981	5.55776	5.68072	8.11466	-1.40662	1.13827	-0.807409	0.890029	0.184304	-2.23545
Ind196	8	S	0	no	no	no	no	-1.63209	0.302027	-1.02959	-0.498898	-0.143374	-0.314862
Ind197	8	S	0	4.51323	4.73423	6.47622	28.3875	-2.27307	0.05542	-0.627704	0.391238	0.372269	-0.665876
Ind198	8	S	0	16.7023	17.1073	19.9251	20.8776	-1.28551	-1.33272	-0.304126	-0.133261	0.0557204	-0.407604
Ind199	8	S	0	5.49955	5.52129	5.93728	11.4795	0.639758	-0.126813	-1.03786	0.491995	-0.885743	0.139072
Ind200	8	S	0	10.8169	11.9695	14.8872	25.7388	-0.697404	1.03178	-0.828244	-0.81388	-0.43902	0.709279
Ind201	8	S	0	no	no	no	no	0.533538	0.0822318	-0.284491	0.0782911	-0.541062	-1.02843
Ind202	8	S	0	4.59937	7.02501	8.37123	12.8708	-0.997321	-0.572154	0.0726724	0.802547	-1.02883	1.43537
Ind203	8	S	0	no	no	no	no	0.307687	0.543408	0.336486	-0.0490506	-0.189321	0.279594
Ind204	8	S	0	4.7421	6.11871	16.6559	18.9157	0.214715	-0.638581	0.660255	-0.181393	-0.717275	-0.165452
Ind205	8	S	0	4.08088	4.29371	7.28039	8.26486	-0.0857784	-1.54518	-0.451552	1.24088	-0.371841	0.966318
Ind206	8	S	0	4.63367	4.79195	5.00409	5.14962	1.51721	0.858385	-0.254234	1.02161	-0.993171	-0.793292
Ind207	8	S	0	5.05366	7.61061	10.757	14.1237	0.780875	-1.52823	0.134067	0.418349	-1.33181	1.12707
Ind208	8	S	0	no	no	no	no	0.871316	-0.154479	-0.958429	0.882241	-1.64835	-0.173235
Ind209	8	S	0	4.64152	5.86634	7.81721	13.5211	0.183724	-0.172907	0.705379	0.686969	-0.624578	-0.0244961
Ind210	8	S	0	no	no	no	no	0.644847	-0.72822	-0.56912	-0.822239	-0.0208558	1.2277
Ind211	8	S	0	12.2534	12.7543	15.3291	31.5759	0.355503	0.630383	-0.561733	-1.05315	0.0435734	-0.271416
Ind212	8	S	0	30.1412	38.6393	40.3599	58.0182	-1.47435	-0.332365	-1.28384	0.432799	0.374174	-0.32586
Ind213	8	S	0	5.89585	6.49835	6.72097	8.18246	-0.290628	0.126685	-1.67256	-0.81134	-0.910783	-0.889654
Ind214	9	E	1	no	9.01905	22.9277	28.6353	-0.192733	-0.317536	-0.709268	-0.435064	0.503797	0.115247
Ind215	9	E	1	no	3.28233	7.81437	7.91484	0.145755	0.495744	-0.655358	-0.0416235	-0.60131	0.487847
Ind216	9	E	1	no	4.03904	21.222	146.133	-1.48587	0.637385	-1.87228	0.568164	1.06875	0.84284
Ind217	9	E	1	no	0.00293767	1.55643	3.84805	-0.348399	1.2195	-0.96803	-0.703269	0.21741	-0.740893
Ind218	9	E	1	no	8.23752	39.7131	49.8155	1.02804	-1.85459	0.125151	0.403059	0.634058	1.49656
Ind219	9	S	0	6.78165	6.83722	10.5944	12.0227	-0.706765	1.71234	1.1419	-0.667706	0.0148354	-0.931331
Ind220	9	S	0	0.90769	31.0977	45.8204	55.0162	-0.512678	0.89019	0.497211	1.03498	0.753581	0.679116
Ind221	9	S	0	3.87406	5.25347	7.43933	8.64832	-0.625754	-0.18436	1.50028	-0.798872	0.489751	-0.870817
Ind222	9	S	0	9.33783	19.7589	24.5357	43.5612	1.11944	-0.751627	1.37073	0.0605211	-0.395005	1.42823
